boundary,epsilon,epsilon_half,walks,grid,valid_points,mean_bias,max_bias,mean_normalized_bias,high_bias_point_count,high_bias_ratio,rmse_epsilon,rmse_epsilon_half,runtime_seconds,bias_threshold
dirichlet,0.00100000005,0.000500000024,128,16,4018,0.00600697311,0.0646304712,0.246160741,0,0,0.0104530455,0.0102296228,85.211148,2
