benchmark_name,boundary_mode,walks_per_point,epsilon,n,rmse_mean,rmse_std,mean_steps_mean,mean_steps_std,elapsed_seconds_mean,elapsed_seconds_std
case_dirichlet,dirichlet,16,0.00100000005,1,0.0330899774179,0,13.5164473684,0,0.1823229,0
case_dirichlet,dirichlet,16,0.00999999978,1,0.0353579820109,0,5.85855263158,0,0.1715833,0
case_dirichlet,dirichlet,64,0.00100000005,1,0.015006846048,0,13.4194078947,0,0.7831384,0
case_dirichlet,dirichlet,64,0.00999999978,1,0.016382225681,0,6.21957236842,0,0.6955481,0
case_mixed_neumann,neumann,16,0.00100000005,1,0.0960680124639,0,16.0657894737,0,0.2056577,0
case_mixed_neumann,neumann,16,0.00999999978,1,0.362014511116,0,6.32236842105,0,0.1886655,0
case_mixed_neumann,neumann,64,0.00100000005,1,0.0728849638871,0,16.5131578947,0,0.9515714,0
case_mixed_neumann,neumann,64,0.00999999978,1,0.37140393908,0,6.45148026316,0,0.8033018,0
