mesh,mesh_variant,distance_bin,n,bias_indicator_mean,bias_indicator_median,bias_indicator_rmse,normalized_bias_mean,normalized_bias_median,normalized_bias_rmse,abs_error_epsilon_mean,abs_error_epsilon_median,abs_error_epsilon_rmse,mean_steps_epsilon_mean,mean_steps_epsilon_median,mean_steps_epsilon_rmse
bunny,original,1,21,0.015594971942,0.0153668672,,0.6185267643904762,0.580287933,,0.03539544228764285,0.0389465243,,100.02734367142855,101.550781,
bunny,original,2,22,0.014690138142636365,0.012931566700000001,,0.6301488947772728,0.5449059009999999,,0.015420548451909093,0.014307057500000001,,61.549538350000006,61.46875,
bunny,original,3,23,0.012906560937391304,0.0107367635,,0.5811806018304347,0.561125576,,0.009391291544478259,0.00508739054,,37.9507472826087,37.8203125,
bunny,original,4,24,0.006874454983625,0.00532409549,,0.3971412088916666,0.33316899850000004,,0.00532483942032375,0.00431148708,,26.348144516666668,26.17773435,
spot,original,1,22,0.05199794624454546,0.042378090300000004,,0.5502253613136365,0.4638223795,,0.10823403183160908,0.0794909224,,127.08451716818182,123.7402345,
spot,original,2,24,0.0348286051275,0.032770097250000005,,0.5862893367041667,0.492103949,,0.046046352660000005,0.0351780802,,48.36881509166667,45.2285156,
spot,original,3,24,0.023655995101666664,0.02008188515,,0.6369542233325,0.660933733,,0.015897445693749998,0.008461322635,,27.779459629166666,26.34960935,
