mesh,mesh_variant,point_id,distance_bin,bin_min,bin_max,x,y,z,nearest_distance_proxy_norm,local_edge_mean_norm,local_area_norm,local_aspect_ratio,local_quality,local_normal_variation,point_index,boundary,seed,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid,dataset,walks
bunny,original,4,4,0.6,1.0,-0.163033605,-0.179667503,0.0433699265,0.9429263367082971,0.005786297926735763,1.2626290688495357e-05,1.7253376797491926,0.832219782214559,0.031595043835630464,76,neumann,12601,-0.307527691,-0.299331188,0.00819650292,0.00652901549,0.0109127788,256,22.9492188,0,0.0001,256,5875,5367,508,1,part1_neumann,256
bunny,original,5,4,0.6,1.0,0.156086445,0.0447133482,0.190074876,0.7670587616691409,0.00544437229962468,1.1027532990948251e-05,1.7071190324960357,0.8222295518950402,0.001981397132411337,77,neumann,12601,0.391099691,0.390874684,0.000225007534,0.0064811362,0.0107533121,256,23.4375,0,0.0001,256,6000,5402,598,1,part1_neumann,256
bunny,original,6,4,0.6,1.0,0.0989037976,0.158642575,0.188908637,0.6920487234695449,0.0045450091492367315,8.043114684229634e-06,1.4162251356454396,0.8750171477201153,0.0017387761266491146,78,neumann,12601,0.448282361,0.446455002,0.0018273592,0.00667136069,0.011393805,256,26.8710938,0,0.0001,256,6879,6219,660,1,part1_neumann,256
bunny,original,7,4,0.6,1.0,-0.217790172,0.0565860011,-0.0957516059,0.6595144459275645,0.005815694086496136,1.3828690454068487e-05,1.3788887747019387,0.9280646944156491,0.00793506202414529,79,neumann,12601,-0.257240057,-0.256955773,0.000284284353,0.0015859101,0.000643868349,256,13.75,0,0.0001,256,3520,3014,506,1,part1_neumann,256
bunny,original,8,4,0.6,1.0,-0.190041423,0.0514047518,-0.142416418,0.7008360387139231,0.005542980206098717,1.1231766210509241e-05,1.526522396955724,0.8114502266589522,0.009949992790841855,80,neumann,12601,-0.291055411,-0.281053096,0.010002315,0.0062081893,0.00986665394,256,22.3515625,0,0.0001,256,5722,5185,537,1,part1_neumann,256
bunny,original,9,4,0.6,1.0,-0.107697763,-0.0890712813,-0.0972104669,0.6238481737046201,0.007106226408926501,1.6055036410723982e-05,2.3104659449151383,0.6676264782358146,0.24407677060219,81,neumann,12601,-0.312189609,-0.293979526,0.0182100832,0.0113669261,0.0330769941,256,38.5429688,0,0.0001,256,9867,8996,871,1,part1_neumann,256
bunny,original,10,4,0.6,1.0,-0.00192253746,-0.111645013,0.148932368,0.7079798385772562,0.005514800247816881,1.1586402455030914e-05,1.5215747902697523,0.8514470226472268,0.02040261287326739,82,neumann,12601,0.0293789189,0.0353648141,0.00598589517,0.0114734154,0.033699654,256,33.7578125,0,0.0001,256,8642,7891,751,1,part1_neumann,256
bunny,original,11,4,0.6,1.0,0.114343867,-0.110325351,-0.182348445,0.9602584636661631,0.005263876368379489,6.840621974117129e-06,2.308833225863084,0.5149364168096635,0.032769261621910774,83,neumann,12601,-0.179748192,-0.17832993,0.00141826272,0.00900917221,0.0207782891,256,23.6445312,0,0.0001,256,6053,5453,600,1,part1_neumann,256
bunny,original,12,4,0.6,1.0,-0.143275395,-0.110807627,0.0813221112,0.6839147320031943,0.005558335425074413,1.1262803920147628e-05,1.7536248982398854,0.80218526465486,0.04523605735014299,84,neumann,12601,-0.175655514,-0.172760934,0.00289458036,0.0103906617,0.0276392549,256,30.359375,0,0.0001,256,7772,7027,745,1,part1_neumann,256
bunny,original,13,4,0.6,1.0,0.0520934463,-0.082233578,-0.141256347,0.6908877739366597,0.007225137017839702,1.3670680767076169e-05,1.781231480292638,0.5583604879730506,0.08567581281332255,85,neumann,12601,-0.172347441,-0.171396479,0.000950962305,0.0114267515,0.0334260873,256,28.4492188,0,0.0001,256,7283,6611,672,1,part1_neumann,256
bunny,original,14,4,0.6,1.0,0.20804511,-0.0256113689,-0.0533502214,0.7198881598339679,0.00598837716003968,1.4095521662708685e-05,1.5772917899400969,0.8773133336811366,0.005331821355648876,86,neumann,12601,0.133158296,0.129083514,0.00407478213,0.00621776422,0.00989711192,256,22.2070312,0,0.0001,256,5685,5146,539,1,part1_neumann,256
bunny,original,15,4,0.6,1.0,-0.0401570834,-0.145803303,-0.114336617,0.7938746602601218,0.006925187855834217,1.6150001182202485e-05,2.1609006859916193,0.7140530049520167,0.16956484321873477,87,neumann,12601,-0.315876514,-0.300296992,0.0155795217,0.0104425494,0.02791599,256,27.1679688,0,0.0001,256,6955,6315,640,1,part1_neumann,256
bunny,original,16,4,0.6,1.0,0.123203456,-0.13034226,0.0229024198,0.7541285603678388,0.007231923879938799,2.061739840043299e-05,1.5291533731833538,0.8847413885052715,0.004005300009402246,88,neumann,12601,0.0198683813,0.0157636162,0.00410476513,0.0116926897,0.0350000635,256,28.25,0,0.0001,256,7232,6552,680,1,part1_neumann,256
bunny,original,17,4,0.6,1.0,-0.0956024602,-0.0959946662,-0.182432234,0.833577236190435,0.004444611385919068,5.068119448706082e-06,2.0542212594565377,0.5426820586874214,0.33091499578067624,89,neumann,12601,-0.376315773,-0.374029368,0.00228640437,0.00846074428,0.0183255561,256,21.9882812,0,0.0001,256,5629,5097,532,1,part1_neumann,256
bunny,original,18,4,0.6,1.0,-0.00800199155,0.168670878,0.19678022,0.6388928756345218,0.005712993222434124,1.1898737504656536e-05,1.7974011839219153,0.7996946692187601,0.002687594769848182,90,neumann,12601,0.358051389,0.357449114,0.000602275133,0.00517209712,0.0068481504,256,23.90625,0,0.0001,256,6120,5499,621,1,part1_neumann,256
bunny,original,19,4,0.6,1.0,-0.207951158,0.183810994,-0.166529208,0.6984745651088687,0.0059233728317667975,1.43811989694434e-05,1.3861013256574128,0.9303742402646921,0.1307357036853883,91,neumann,12601,-0.193297401,-0.190669373,0.00262802839,0.00309697818,0.00245536608,256,18.2578125,0,0.0001,256,4674,4130,544,1,part1_neumann,256
bunny,original,20,4,0.6,1.0,0.109053016,0.174469128,-0.146110892,0.6665411809606523,0.0046399545501918625,8.011185331585973e-06,1.5040135666194887,0.8286398093605521,0.1120782830525942,92,neumann,12601,0.143998593,0.137411237,0.00658735633,0.00717396615,0.0131752426,256,25.9882812,0,0.0001,256,6653,6036,617,1,part1_neumann,256
bunny,original,21,4,0.6,1.0,-0.00825980026,0.124331459,0.204406217,0.6052382756089898,0.005553263597869087,1.1427135686667993e-05,1.7311704648353257,0.8173903108404481,0.004508818117202902,93,neumann,12601,0.323016673,0.320477873,0.00253880024,0.00570124108,0.00832106266,256,26.9179688,0,0.0001,256,6891,6229,662,1,part1_neumann,256
bunny,original,22,4,0.6,1.0,0.0911224335,-0.0995558426,0.0748498514,0.6307915029448594,0.00666705526975492,1.91900946018354e-05,1.0802794219100895,0.9960400702873713,0.004954309918590989,94,neumann,12601,0.0469974466,0.0664164424,0.0194189958,0.013411331,0.046045132,256,37.2890625,0,0.0001,256,9546,8718,828,1,part1_neumann,256
bunny,original,23,4,0.6,1.0,-0.068526499,-0.19553487,0.115663975,0.965260399976196,0.005395416386195478,1.1413945115408574e-05,1.5484872841854427,0.8785885117824316,0.016750882724935783,95,neumann,12601,-0.163050026,-0.148397386,0.0146526396,0.00575871533,0.00848967675,256,21.609375,0,0.0001,256,5532,4999,533,1,part1_neumann,256
spot,original,0,1,0.05,0.15,0.175492898,0.508770585,0.363037527,0.08790032699131115,0.01873922480778658,0.0001378627511715167,1.5393406172229183,0.8802975978458492,0.009415860260529244,0,neumann,54577,1.52182841,1.04730105,0.474527359,0.0603786372,0.933268428,256,226.398438,0,0.0001,256,57958,52959,4999,1,part1_neumann,256
spot,original,1,1,0.05,0.15,-0.58936739,1.04223657,-0.397771597,0.14229619642193464,0.015566854771269333,0.00010336423075201939,1.182324820246563,0.9803555946815969,0.09504813274172737,1,neumann,54577,-0.00174168404,0.05509758,0.0568392649,0.0295788124,0.223975971,256,34.4375,0,0.0001,256,8816,8106,710,1,part1_neumann,256
spot,original,2,1,0.05,0.15,-0.509847581,-0.204413399,0.943444848,0.08932920760492435,0.01873873636078301,0.0001389211692581322,1.5133853991443647,0.889016860740699,0.005892848330571687,2,neumann,54577,0.205087468,0.229183853,0.0240963846,0.0448816642,0.515677154,256,126.074219,0,0.0001,256,32275,29496,2779,1,part1_neumann,256
spot,original,3,1,0.05,0.15,0.291887581,0.18905288,0.999933839,0.07945597644317269,0.016399469829608028,0.00010360235748043512,1.5600712156694487,0.8611497570282093,0.00366247907717084,3,neumann,54577,1.58424413,1.4808743,0.103369832,0.0325399265,0.271064788,256,85.9960938,0,0.0001,256,22015,20083,1932,1,part1_neumann,256
spot,original,4,1,0.05,0.15,0.699681878,-0.629527569,-0.101833299,0.13328011636344209,0.03141725551897927,0.0003968271493327393,1.4609982571271916,0.9073472850121662,0.024937266000995217,4,neumann,54577,-0.00307779037,-0.0316789895,0.0286011994,0.0677229911,1.17411923,256,136.425781,1,0.0001,256,34925,32059,2866,1,part1_neumann,256
spot,original,5,1,0.05,0.15,0.470923036,0.758192837,-0.622084081,0.1188278117923908,0.012575413950203429,4.618158846039033e-05,2.234689322047279,0.6157930286356013,0.008354787082626455,5,neumann,54577,0.72634536,0.607031763,0.119313598,0.0490973778,0.61710149,256,136.472656,0,0.0001,256,34937,32051,2886,1,part1_neumann,256
spot,original,6,1,0.05,0.15,-0.414600581,-0.697184265,-0.281832814,0.09009080350362755,0.023163988891523653,0.00021067841688538594,1.5679298233219163,0.8753018285418933,0.0501877738602986,6,neumann,54577,-1.61324728,-1.39361763,0.219629645,0.050870508,0.662479043,256,139.328125,0,0.0001,256,35668,32818,2850,1,part1_neumann,256
spot,original,7,1,0.05,0.15,-0.162503451,0.0351070613,0.324985236,0.0572300704534558,0.022022233566027467,0.00018492694051574948,1.4367666332469473,0.853271796351005,0.001104744953440262,7,neumann,54577,,,,,,,,,0.0001,256,,,0,,part1_neumann,256
spot,original,8,1,0.05,0.15,0.645824194,-0.539584637,-0.119691521,0.11079664000168883,0.03322353097084311,0.0004071947344189028,1.8024102601871803,0.8086291172754592,0.024785350903503162,8,neumann,54577,-0.0570795722,-0.0134519637,0.0436276086,0.0658179894,1.10899401,256,156.265625,1,0.0001,256,40004,36628,3376,1,part1_neumann,256
spot,original,9,1,0.05,0.15,0.491171867,-0.434042037,0.53090626,0.0656259085814414,0.020189481426276953,0.00014479458443000017,1.9169311163813607,0.7710909803254579,0.00926715943252554,9,neumann,54577,0.81610477,0.58803606,0.228068709,0.0652155578,1.08878565,256,226.949219,0,0.0001,256,58099,52980,5119,1,part1_neumann,256
spot,original,10,1,0.05,0.15,-0.207137704,0.350952983,-0.801123381,0.05789610413821768,0.020292440088081367,0.00015478387281928432,1.7498734386978976,0.8259097510218306,0.019993787909893552,10,neumann,54577,-0.91866827,-0.657308102,0.261360168,0.0585677847,0.878127456,256,166.183594,0,0.0001,256,42543,39010,3533,1,part1_neumann,256
spot,original,11,1,0.05,0.15,0.0418608338,0.0996609107,0.0811071023,0.07869836145101135,0.024302010611548592,0.0001942206569068111,2.252760302809886,0.691465614090202,0.005220719463574164,11,neumann,54577,,,,,,,,,0.0001,256,,,0,,part1_neumann,256
spot,original,12,1,0.05,0.15,-0.40293169,0.699116826,0.181875929,0.12742481424696955,0.020757329868981544,0.00015013886278519278,2.0337947178574476,0.7468341371604756,0.037200966288708726,12,neumann,54577,0.438782275,0.47806108,0.0392788053,0.0684769824,1.20040882,256,145.816406,0,0.0001,256,37329,34297,3032,1,part1_neumann,256
spot,original,13,1,0.05,0.15,0.689719439,0.631762326,-0.439312696,0.12255548451626308,0.019019217578637018,0.00014608368616883744,1.4363676007770496,0.9130173174191831,0.0355089832152868,13,neumann,54577,0.859816432,0.882169008,0.0223525763,0.0603081621,0.93109107,256,139.917969,0,0.0001,256,35819,32861,2958,1,part1_neumann,256
spot,original,14,1,0.05,0.15,-0.407758594,0.0876876563,-0.716126919,0.0885112735566544,0.020964188708337658,0.00017603479500166833,1.3648637659040412,0.905771923654819,0.035557798459750455,14,neumann,54577,-1.18263662,-1.0361979,0.146438718,0.0572907738,0.840251565,256,142.488281,0,0.0001,256,36477,33523,2954,1,part1_neumann,256
spot,original,15,1,0.05,0.15,-0.0897094011,1.04607987,-0.0655632839,0.08346063893769924,0.008100324942581689,2.3623448599471298e-05,1.9112708828393805,0.780335639257362,0.05393647100742586,15,neumann,54577,0.934889019,0.890807211,0.0440818071,0.0271524284,0.188737109,256,75.96875,0,0.0001,256,19448,17719,1729,1,part1_neumann,256
spot,original,16,1,0.05,0.15,0.413705796,0.254681438,-0.78131032,0.08355865076643489,0.01963137887132195,0.00015365616814146685,1.3807795509426555,0.9006298167675699,0.03929239072208738,16,neumann,54577,-0.0795417279,-0.112923086,0.0333813578,0.06457939,1.06764746,256,127.597656,0,0.0001,256,32665,30033,2632,1,part1_neumann,256
spot,original,17,1,0.05,0.15,-0.594999969,0.968380809,-0.512617588,0.14507319555207962,0.015566854771269333,0.00010336423075201939,1.182324820246563,0.9803555946815969,0.09504813274172737,17,neumann,54577,-0.155711427,-0.139236748,0.0164746791,0.0417796522,0.446858048,256,79.3632812,0,0.0001,256,20317,18553,1764,1,part1_neumann,256
spot,original,18,1,0.05,0.15,-0.497109383,-0.896579683,-0.0959504545,0.11184266461621004,0.02618512757822555,0.0002629034609273654,1.443789828361604,0.8589374518882061,0.04727940804781335,18,neumann,54577,-1.5518266,-1.48963952,0.0621870756,0.0397131145,0.403745651,256,113.882812,1,0.0001,256,29154,26760,2394,1,part1_neumann,256
spot,original,19,1,0.05,0.15,-0.753643274,-0.246430308,0.0830651522,0.14406861341539126,0.027391575927687328,0.0003033722887731883,1.4551322226453884,0.9130642925941967,0.0034513529186896616,19,neumann,54577,-1.08156943,-0.9170084,0.164561033,0.0550475679,0.775740087,256,152.417969,0,0.0001,256,39019,35734,3285,1,part1_neumann,256
spot,original,20,1,0.05,0.15,-0.623939931,0.601983845,-0.225569442,0.07174921672517323,0.0187751768787089,0.0001425900019322884,1.3422785542604974,0.9168665227459237,0.03707222698943132,20,neumann,54577,-0.542270601,-0.247525528,0.294745088,0.0625383705,1.00122809,256,169.53125,1,0.0001,256,43400,39804,3596,1,part1_neumann,256
spot,original,21,1,0.05,0.15,-0.320148736,0.0194316097,-0.920338511,0.1454089838078028,0.02270887321033029,0.00019946883891161206,1.5433160201722094,0.8657407979919515,0.016027370817472075,21,neumann,54577,-1.37028325,-1.22105563,0.149227619,0.0387588441,0.384575486,256,79.140625,0,0.0001,256,20260,18578,1682,1,part1_neumann,256
spot,original,22,1,0.05,0.15,-0.577782154,-0.295465291,0.937366426,0.10593392699837495,0.02111299143107663,0.00017841852868610443,1.3750074069652116,0.9049352587923069,0.011957879351322606,22,neumann,54577,-0.0546774231,0.0641189814,0.118796408,0.0409028195,0.428298414,256,96.7539062,0,0.0001,256,24769,22648,2121,1,part1_neumann,256
spot,original,23,1,0.05,0.15,0.325978607,1.08102155,-0.305079907,0.07150790243474119,0.00903646204733749,3.34873588810002e-05,1.372852093180448,0.931469201200585,0.0802873724679793,23,neumann,54577,1.09379053,1.10192025,0.00812971592,0.0128016435,0.0419538096,256,33.0820312,0,0.0001,256,8469,7703,766,1,part1_neumann,256
spot,original,0,2,0.15,0.3,-0.0302099232,-0.325094938,-0.904855967,0.2233584215069923,0.02710975318262268,0.00027362439175561155,1.77461873860359,0.8179498380008549,0.006068535415409452,24,neumann,54577,-1.34164727,-1.2601608,0.0814864635,0.0442207046,0.500600517,256,77.1171875,0,0.0001,256,19742,18153,1589,1,part1_neumann,256
spot,original,1,2,0.15,0.3,-1.00044477,0.364955246,0.260165095,0.28420466436929526,0.023027310039985153,0.0002119274787538168,1.4040395621510111,0.9029783111390253,0.0005195762622197305,25,neumann,54577,-0.39814806,-0.375324428,0.0228236318,0.0407947935,0.4260391,256,59.9570312,0,0.0001,256,15349,14011,1338,1,part1_neumann,256
spot,original,2,2,0.15,0.3,0.484477401,1.01049316,-0.838338733,0.2211279324786336,0.01680921369167551,0.00010682212403851499,1.7193078045407817,0.8346457931830972,0.026997357390324384,26,neumann,54577,0.702885151,0.656631827,0.0462533236,0.0231736358,0.137476459,256,44.7265625,0,0.0001,256,11450,10564,886,1,part1_neumann,256
spot,original,3,2,0.15,0.3,-0.978971124,-0.685116172,0.384194404,0.2671020437338252,0.030100457137756862,0.00036338466797957195,1.4661114626718947,0.9047245299795179,0.012024618552856562,27,neumann,54577,-1.37774301,-1.27989292,0.0978500843,0.0174977686,0.0783800185,256,44.4296875,0,0.0001,256,11374,10404,970,1,part1_neumann,256
spot,original,4,2,0.15,0.3,-0.544516921,-0.928870201,0.317518353,0.15697751767732038,0.022118976567361923,0.00019117209489691973,1.5753594969955365,0.8737795535892823,0.041639756650506676,28,neumann,54577,-1.27843583,-1.15586877,0.122567058,0.0274618082,0.193062648,256,63.5820312,0,0.0001,256,16277,14993,1284,1,part1_neumann,256
spot,original,5,2,0.15,0.3,0.721896112,-0.850659311,0.880052567,0.17985337022960504,0.024516502280636183,0.00024083522698915502,1.4165741691871776,0.9054480721806801,0.032055548958522175,29,neumann,54577,0.747923493,0.751289368,0.00336587429,0.0335799865,0.288669586,256,50.8046875,0,0.0001,256,13006,11845,1161,1,part1_neumann,256
spot,original,6,2,0.15,0.3,0.533486307,0.345811605,1.09812272,0.190345256513027,0.011544676252835858,3.949640880461461e-05,1.7536170790353407,0.638863898416887,0.001860217401179624,30,neumann,54577,1.98466086,1.97742057,0.00724029541,0.00398876797,0.00407302938,256,13.7070312,0,0.0001,256,3509,3012,497,1,part1_neumann,256
spot,original,7,2,0.15,0.3,0.830785871,0.0129929949,-0.975809216,0.2723256453297042,0.020335218043078578,0.000170223696099604,1.3101614392406375,0.9369941467651626,0.03778034132824718,31,neumann,54577,-0.201443791,-0.132030368,0.0694134235,0.0278570466,0.198659852,256,32.53125,0,0.0001,256,8328,7645,683,1,part1_neumann,256
spot,original,8,2,0.15,0.3,0.813043475,-0.690540493,0.92247957,0.196160204216608,0.02778834183285039,0.00030645107708523095,1.4849232917743378,0.8933770231390153,0.026128182121243276,32,neumann,54577,1.0490948,1.04498255,0.00411224365,0.0324184038,0.269043952,256,36.515625,0,0.0001,256,9348,8641,707,1,part1_neumann,256
spot,original,9,2,0.15,0.3,-1.06913912,0.240271136,-0.146089584,0.29130725582496486,0.017290326343026564,0.00010708666068350842,1.5641304880824378,0.7922313886988099,0.11357438637421029,33,neumann,54577,-1.01367414,-0.974957585,0.0387165546,0.0182853248,0.0855943933,256,30.453125,0,0.0001,256,7796,7095,701,1,part1_neumann,256
spot,original,10,2,0.15,0.3,-0.546839952,-0.836943567,-0.792940497,0.297667530097093,0.026473957145227784,0.00028231001147418377,1.4533272355810116,0.9096087098656968,0.051553673312503566,34,neumann,54577,-2.19194317,-2.17672396,0.0152192116,0.034620408,0.306834579,256,46.2421875,1,0.0001,256,11838,10927,911,1,part1_neumann,256
spot,original,11,2,0.15,0.3,0.919254601,0.338374823,0.920297027,0.27804863186236883,0.019917123853413814,0.0001516121726911921,1.5012825076324359,0.8550205560325865,0.004217186551058516,35,neumann,54577,2.20928121,2.17792654,0.0313546658,0.0245613139,0.15443407,256,38.96875,0,0.0001,256,9976,9094,882,1,part1_neumann,256
spot,original,12,2,0.15,0.3,-0.950967193,0.578466833,-0.569361806,0.23577349537932263,0.016964915103562784,0.00012349682871500166,1.142237219380119,0.9880152634672127,0.06393753517748313,36,neumann,54577,-0.998896122,-0.941862166,0.0570339561,0.0320761539,0.263393193,256,45.5546875,0,0.0001,256,11662,10739,923,1,part1_neumann,256
spot,original,13,2,0.15,0.3,-0.856356621,0.857685804,0.410542637,0.27877283356923743,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,37,neumann,54577,0.452324092,0.411871821,0.0404522717,0.039901875,0.407592863,256,49.5273438,0,0.0001,256,12679,11628,1051,1,part1_neumann,256
spot,original,14,2,0.15,0.3,0.399649769,0.911472201,0.487680316,0.2561765692650133,0.031016915427180256,0.00038288477210998245,1.4218143559448093,0.8981616246019798,0.00606173860647526,38,neumann,54577,1.92968512,1.79880226,0.130882859,0.0317688771,0.258370966,256,62.7578125,0,0.0001,256,16066,14693,1373,1,part1_neumann,256
spot,original,15,2,0.15,0.3,0.8862831,0.484921604,-0.965707958,0.2773326247008265,0.02140862599871577,0.00018631618649608922,1.319787583770321,0.922568143201475,0.023301820585812833,39,neumann,54577,0.379689246,0.405496776,0.0258075297,0.0272528436,0.190135673,256,36.4921875,0,0.0001,256,9342,8616,726,1,part1_neumann,256
spot,original,16,2,0.15,0.3,-0.833433211,0.0322562493,-0.57291925,0.21597518812013497,0.0219842513432783,0.00020016941591656504,1.287574400399175,0.9442610081555,0.026461000097809828,40,neumann,54577,-1.53387034,-1.37409616,0.159774184,0.042962186,0.472511828,256,80.859375,0,0.0001,256,20700,19022,1678,1,part1_neumann,256
spot,original,17,2,0.15,0.3,-1.08221769,-0.503601611,-0.302469164,0.2912719557160681,0.03322353097084311,0.0004071947344189028,1.8024102601871803,0.8086291172754592,0.024785350903503162,41,neumann,54577,-1.90389729,-1.88828838,0.0156089067,0.0078888759,0.0159319956,256,22.625,0,0.0001,256,5792,5248,544,1,part1_neumann,256
spot,original,18,2,0.15,0.3,-0.747502446,-0.695805311,-0.294549644,0.18295288984340283,0.029703254885025468,0.000338206753414006,1.6649903670081896,0.8504447514241742,0.032027703528373995,42,neumann,54577,-1.91750562,-1.73785734,0.17964828,0.0314058885,0.252500415,256,81.65625,0,0.0001,256,20904,19184,1720,1,part1_neumann,256
spot,original,19,2,0.15,0.3,0.936558425,0.270633698,-0.332234889,0.23710708292502836,0.027824540188042715,0.00030851126142104126,1.5219056184564375,0.8937267029946749,0.017853802491996196,43,neumann,54577,0.93967694,0.874957323,0.0647196174,0.0464719236,0.552867711,256,75.8320312,0,0.0001,256,19413,17923,1490,1,part1_neumann,256
spot,original,20,2,0.15,0.3,-0.468204111,-1.03770196,0.509870887,0.1757856266833064,0.019502485149431672,0.00014615623941114403,1.644332139649853,0.8542574280645053,0.04399918760805629,44,neumann,54577,-1.07409,-0.996035218,0.0780547857,0.0190465339,0.0928692296,256,37.0117188,0,0.0001,256,9475,8685,790,1,part1_neumann,256
spot,original,21,2,0.15,0.3,0.0708140805,-0.977128625,-0.698683321,0.2707497306624328,0.02649133185522316,0.0002566674777566137,1.6726680527055258,0.808625475134839,0.06860715670265834,45,neumann,54577,-1.6403209,-1.60499787,0.0353230238,0.0293933079,0.221175447,256,39.1875,0,0.0001,256,10032,9289,743,1,part1_neumann,256
spot,original,22,2,0.15,0.3,-1.08003056,0.0887897685,0.63502568,0.2886650646206354,0.022255320042601886,0.00019015607326366545,1.581480904439877,0.8570445980910273,0.005559534925502356,46,neumann,54577,-0.374560207,-0.356215119,0.0183450878,0.0148176719,0.0562082306,256,25.1914062,0,0.0001,256,6449,5838,611,1,part1_neumann,256
spot,original,23,2,0.15,0.3,-0.443023086,1.00982964,-1.02821565,0.26992657864614,0.019083266038564677,0.00012069177594778083,2.223178705758954,0.6986143251515966,0.013942917005108931,47,neumann,54577,-0.461533427,-0.461409092,0.000124335289,0.0159475207,0.0651067942,256,28.2070312,0,0.0001,256,7221,6611,610,1,part1_neumann,256
spot,original,0,3,0.3,0.6,-1.02739704,-0.0794651881,-0.8468799,0.32452196251902,0.02162991582982897,0.00019127774652161002,1.3343936723164176,0.9289528985850508,0.03813572704440656,48,neumann,54577,-1.98563719,-1.95374203,0.0318951607,0.0147133423,0.0554195046,256,28.921875,0,0.0001,256,7404,6797,607,1,part1_neumann,256
spot,original,1,3,0.3,0.6,-1.06565416,0.541796327,0.578846574,0.35134368808558025,0.021600748135061992,0.0001840490416208889,1.5084737605926613,0.8863520239003447,0.001166130969533478,49,neumann,54577,0.0523129143,0.0549887419,0.00267582759,0.0150388638,0.0578988642,256,26.3789062,0,0.0001,256,6753,6188,565,1,part1_neumann,256
spot,original,2,3,0.3,0.6,-1.05694842,0.730526865,0.389614463,0.31734426583740233,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,50,neumann,54577,0.0679678023,0.063192904,0.00477489829,0.0168111324,0.0723492354,256,23.921875,0,0.0001,256,6124,5608,516,1,part1_neumann,256
spot,original,3,3,0.3,0.6,0.337375641,-0.961575806,-0.931716263,0.34534861012876655,0.026521654904364964,0.00027901996482633697,1.5374644540541678,0.8896178577646333,0.08172978123605286,51,neumann,54577,-1.55588531,-1.55591643,3.11136246e-05,0.0301762391,0.233114988,256,34.1757812,0,0.0001,256,8749,8073,676,1,part1_neumann,256
spot,original,4,3,0.3,0.6,-1.03532362,0.659452498,0.973249316,0.3851394886497351,0.018629569591262163,0.000131030850199465,1.5563862843888698,0.8418309860088862,0.003339470877122349,52,neumann,54577,0.596208394,0.597378194,0.00116980076,0.017095197,0.0748149082,256,24.5859375,0,0.0001,256,6294,5781,513,1,part1_neumann,256
spot,original,5,3,0.3,0.6,0.966365159,-0.996419668,-0.455053031,0.3211009756152985,0.023402372733308953,0.00021897979294485299,1.4895369864609735,0.8971594363215551,0.032058188308736225,53,neumann,54577,-0.445907384,-0.485107541,0.0392001569,0.026334513,0.17753768,256,36.7851562,0,0.0001,256,9417,8652,765,1,part1_neumann,256
spot,original,6,3,0.3,0.6,-0.916714728,0.13054049,-1.0994246,0.3140100035653038,0.020335218043078578,0.000170223696099604,1.3101614392406375,0.9369941467651626,0.03778034132824718,54,neumann,54577,-1.8866607,-1.8855989,0.00106179714,0.000954965653,0.000233461586,256,9.51171875,0,0.0001,256,2435,1904,531,1,part1_neumann,256
spot,original,7,3,0.3,0.6,-1.03485787,0.867131352,0.683810294,0.40341126983687003,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,55,neumann,54577,0.487558275,0.516083777,0.0285255015,0.0188910775,0.091359444,256,25.6132812,0,0.0001,256,6557,6044,513,1,part1_neumann,256
spot,original,8,3,0.3,0.6,-1.07799649,0.489437819,-1.06429529,0.3589900860330583,0.02140862599871577,0.00018631618649608922,1.319787583770321,0.922568143201475,0.018680380757465476,56,neumann,54577,-1.6541549,-1.65285397,0.00130093098,0.00745597528,0.0142314406,256,19.1132812,0,0.0001,256,4893,4379,514,1,part1_neumann,256
spot,original,9,3,0.3,0.6,0.0615398549,-0.816983461,-0.915260077,0.327297088106858,0.027847932808816468,0.0003035884818781358,1.5463101685346603,0.8772123902652086,0.04692594241115781,57,neumann,54577,-1.71041739,-1.67070365,0.0397137403,0.0332897082,0.283700407,256,51.578125,0,0.0001,256,13204,12217,987,1,part1_neumann,256
spot,original,10,3,0.3,0.6,-1.0165472,1.03901696,-0.806799769,0.32921880741358517,0.01498464591864631,9.626174610655213e-05,1.1257676085946298,0.9869645682828632,0.10497613785131377,58,neumann,54577,-0.794330955,-0.78433001,0.0100009441,0.0109004769,0.0304180216,256,22.4492188,0,0.0001,256,5747,5183,564,1,part1_neumann,256
spot,original,11,3,0.3,0.6,-0.801100194,-0.335347503,-0.874689281,0.3131839373954329,0.021646589595916532,0.00018793305818622777,1.3488876159250742,0.9073204352799696,0.03394031784083477,59,neumann,54577,-2.06923962,-2.01113701,0.0581026077,0.0306190625,0.240006909,256,48.796875,0,0.0001,256,12492,11527,965,1,part1_neumann,256
spot,original,12,3,0.3,0.6,-1.00781,-1.04426551,-0.968482792,0.46329421043412394,0.022345924013783186,0.00020680801356201474,1.261685757137703,0.9443552254863751,0.04176161429205257,60,neumann,54577,-3.0272212,-3.02055812,0.00666308403,0.00962554384,0.0237186812,256,22.5507812,0,0.0001,256,5773,5254,519,1,part1_neumann,256
