mesh,mesh_variant,point_id,distance_bin,bin_min,bin_max,x,y,z,nearest_distance_proxy_norm,local_edge_mean_norm,local_area_norm,local_aspect_ratio,local_quality,local_normal_variation,point_index
bunny,original,4,4,0.6,1.0,-0.16303360648203188,-0.17966750932022818,0.043369926012561816,0.9429263367082971,0.005786297926735763,1.2626290688495357e-05,1.7253376797491926,0.832219782214559,0.031595043835630464,76
bunny,original,5,4,0.6,1.0,0.1560864379245606,0.044713346345233745,0.19007487889983274,0.7670587616691409,0.00544437229962468,1.1027532990948251e-05,1.7071190324960357,0.8222295518950402,0.001981397132411337,77
bunny,original,6,4,0.6,1.0,0.09890379888048881,0.15864257965304865,0.1889086326931392,0.6920487234695449,0.0045450091492367315,8.043114684229634e-06,1.4162251356454396,0.8750171477201153,0.0017387761266491146,78
bunny,original,7,4,0.6,1.0,-0.217790173164462,0.05658599940385864,-0.09575160873294795,0.6595144459275645,0.005815694086496136,1.3828690454068487e-05,1.3788887747019387,0.9280646944156491,0.00793506202414529,79
bunny,original,8,4,0.6,1.0,-0.19004141662530388,0.05140474999280745,-0.1424164190762705,0.7008360387139231,0.005542980206098717,1.1231766210509241e-05,1.526522396955724,0.8114502266589522,0.009949992790841855,80
bunny,original,9,4,0.6,1.0,-0.10769776431941988,-0.08907128201485884,-0.09721046728194267,0.6238481737046201,0.007106226408926501,1.6055036410723982e-05,2.3104659449151383,0.6676264782358146,0.24407677060219,81
bunny,original,10,4,0.6,1.0,-0.0019225374638621173,-0.11164501663447547,0.14893236708545568,0.7079798385772562,0.005514800247816881,1.1586402455030914e-05,1.5215747902697523,0.8514470226472268,0.02040261287326739,82
bunny,original,11,4,0.6,1.0,0.1143438652945579,-0.1103253494046385,-0.18234843792591449,0.9602584636661631,0.005263876368379489,6.840621974117129e-06,2.308833225863084,0.5149364168096635,0.032769261621910774,83
bunny,original,12,4,0.6,1.0,-0.14327539217578916,-0.11080762446316092,0.08132211324133562,0.6839147320031943,0.005558335425074413,1.1262803920147628e-05,1.7536248982398854,0.80218526465486,0.04523605735014299,84
bunny,original,13,4,0.6,1.0,0.05209344597484625,-0.08223357815854726,-0.14125634367113826,0.6908877739366597,0.007225137017839702,1.3670680767076169e-05,1.781231480292638,0.5583604879730506,0.08567581281332255,85
bunny,original,14,4,0.6,1.0,0.20804511305492582,-0.025611368995914957,-0.05335022228392852,0.7198881598339679,0.00598837716003968,1.4095521662708685e-05,1.5772917899400969,0.8773133336811366,0.005331821355648876,86
bunny,original,15,4,0.6,1.0,-0.04015708450078387,-0.14580330840746614,-0.11433661430325735,0.7938746602601218,0.006925187855834217,1.6150001182202485e-05,2.1609006859916193,0.7140530049520167,0.16956484321873477,87
bunny,original,16,4,0.6,1.0,0.12320345678705322,-0.13034225769153057,0.022902420095113535,0.7541285603678388,0.007231923879938799,2.061739840043299e-05,1.5291533731833538,0.8847413885052715,0.004005300009402246,88
bunny,original,17,4,0.6,1.0,-0.0956024633925335,-0.0959946674257089,-0.1824322314666334,0.833577236190435,0.004444611385919068,5.068119448706082e-06,2.0542212594565377,0.5426820586874214,0.33091499578067624,89
bunny,original,18,4,0.6,1.0,-0.008001991456498492,0.1686708735864039,0.19678021704440932,0.6388928756345218,0.005712993222434124,1.1898737504656536e-05,1.7974011839219153,0.7996946692187601,0.002687594769848182,90
bunny,original,19,4,0.6,1.0,-0.20795116235206773,0.18381098758112488,-0.16652920702641977,0.6984745651088687,0.0059233728317667975,1.43811989694434e-05,1.3861013256574128,0.9303742402646921,0.1307357036853883,91
bunny,original,20,4,0.6,1.0,0.10905301430575584,0.17446912650186577,-0.14611088802765124,0.6665411809606523,0.0046399545501918625,8.011185331585973e-06,1.5040135666194887,0.8286398093605521,0.1120782830525942,92
bunny,original,21,4,0.6,1.0,-0.008259799970166709,0.1243314557407407,0.204406213060892,0.6052382756089898,0.005553263597869087,1.1427135686667993e-05,1.7311704648353257,0.8173903108404481,0.004508818117202902,93
bunny,original,22,4,0.6,1.0,0.09112243431963898,-0.09955584279718163,0.0748498522067376,0.6307915029448594,0.00666705526975492,1.91900946018354e-05,1.0802794219100895,0.9960400702873713,0.004954309918590989,94
bunny,original,23,4,0.6,1.0,-0.06852649826656002,-0.195534866212864,0.11566397479212318,0.965260399976196,0.005395416386195478,1.1413945115408574e-05,1.5484872841854427,0.8785885117824316,0.016750882724935783,95
