mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,0,0.175492898,0.508770585,0.363037527,1.04730105,9.99999975e-06,4.99999987e-06,1.36688685,1.43593991,0.0690530539,0.479361653,0.3195858,0.388638854,0.0731721371,0.0708789602,1.37066543,1.28609967,288.339844,363.796875,256,256,0,1,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,1,-0.58936739,1.04223657,-0.397771597,0.05509758,9.99999975e-06,4.99999987e-06,0.0349140652,0.0477245785,0.0128105134,0.20683001,0.0201835148,0.00737300143,0.0342344306,0.0277019739,0.300031006,0.196454227,53.7695312,74.4960938,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,2,-0.509847581,-0.204413399,0.943444848,0.229183853,9.99999975e-06,4.99999987e-06,0.212968409,0.116810292,0.0961581171,1.14646971,0.0162154436,0.112373561,0.0387211554,0.0451510735,0.383827925,0.521886587,139.859375,157.03125,256,256,0,1,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,3,0.291887581,0.18905288,0.999933839,1.4808743,9.99999975e-06,4.99999987e-06,1.64840496,1.58863187,0.0597730875,1.00878012,0.167530656,0.107757568,0.028935099,0.0303167477,0.214333415,0.235290945,129.332031,161.503906,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,4,0.699681878,-0.629527569,-0.101833299,-0.0316789895,9.99999975e-06,4.99999987e-06,-0.0739961565,0.0093755126,0.0833716691,0.650514722,0.0423171669,0.0410545021,0.0632828176,0.0648788065,1.02520704,1.07757056,142.398438,166.285156,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,5,0.470923036,0.758192837,-0.622084081,0.607031763,9.99999975e-06,4.99999987e-06,0.669586539,0.576161325,0.0934252143,0.889457166,0.0625547767,0.0308704376,0.0488813147,0.0561539009,0.611681998,0.807234764,118.457031,170.074219,256,256,1,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,6,-0.414600581,-0.697184265,-0.281832814,-1.39361763,9.99999975e-06,4.99999987e-06,-1.69230103,-1.58500326,0.107297778,1.093925,0.298683405,0.191385627,0.0444426499,0.0536414795,0.505638182,0.736616492,179.285156,214.003906,256,256,1,1,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,7,-0.162503451,0.0351070613,0.324985236,0.197588846,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,8,0.645824194,-0.539584637,-0.119691521,-0.0134519637,9.99999975e-06,4.99999987e-06,-0.0122107277,-0.00998490769,0.00222581998,0.0168406591,0.00124123599,0.00346705597,0.0633724257,0.0687959939,1.02811253,1.2116195,185.402344,212.484375,256,256,1,1,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,9,0.491171867,-0.434042037,0.53090626,0.58803606,9.99999975e-06,4.99999987e-06,0.873925984,0.742635429,0.131290555,0.989042997,0.285889924,0.154599369,0.0699795187,0.0627645329,1.25366604,1.00848293,299.847656,336.664062,256,256,1,1,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,10,-0.207137704,0.350952983,-0.801123381,-0.657308102,9.99999975e-06,4.99999987e-06,-0.85506022,-0.90007019,0.0450099707,0.41414842,0.197752118,0.242762089,0.0526392348,0.0560405329,0.709347606,0.803978562,208.28125,225.75,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61577,11,0.0418608338,0.0996609107,0.0811071023,0.222628862,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
