mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,0,0.175492898,0.508770585,0.363037527,1.57862198,1.04730105,0.53132093,0.0589999445,0.891134262,256,73.859375,0,0.00100000005,256,18908,17038,1870,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,1,-0.58936739,1.04223657,-0.397771597,0.0150310034,0.05509758,0.0400665775,0.02399965,0.147451699,256,19.96875,0,0.00100000005,256,5112,4477,635,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,2,-0.509847581,-0.204413399,0.943444848,0.186025113,0.229183853,0.0431587398,0.0384398736,0.378271729,256,32.9414062,0,0.00100000005,256,8433,7558,875,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,3,0.291887581,0.18905288,0.999933839,1.62714863,1.4808743,0.146274328,0.0273154415,0.191010132,256,28.4375,0,0.00100000005,256,7280,6467,813,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,4,0.699681878,-0.629527569,-0.101833299,-0.000560342451,-0.0316789895,0.0311186463,0.0614546686,0.966829121,256,45.2109375,0,0.00100000005,256,11574,10463,1111,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,5,0.470923036,0.758192837,-0.622084081,0.718206108,0.607031763,0.111174345,0.0502298586,0.645897865,256,39.1132812,0,0.00100000005,256,10013,8995,1018,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,6,-0.414600581,-0.697184265,-0.281832814,-1.60758448,-1.39361763,0.213966846,0.0440458357,0.496649116,256,55.203125,0,0.00100000005,256,14132,12844,1288,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,7,-0.162503451,0.0351070613,0.324985236,,,,,,,,,0.00100000005,256,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,8,0.645824194,-0.539584637,-0.119691521,0.0747657493,-0.0134519637,0.0882177129,0.066909194,1.14607096,256,59.078125,0,0.00100000005,256,15124,13690,1434,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,9,0.491171867,-0.434042037,0.53090626,0.862496674,0.58803606,0.274460614,0.068653807,1.2066164,256,73.8515625,0,0.00100000005,256,18906,16978,1928,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,10,-0.207137704,0.350952983,-0.801123381,-0.942818403,-0.657308102,0.285510302,0.0461094156,0.544275999,256,55.3710938,0,0.00100000005,256,14175,12726,1449,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,11,0.0418608338,0.0996609107,0.0811071023,,,,,,,,,0.00100000005,256,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,12,-0.40293169,0.699116826,0.181875929,0.562131464,0.47806108,0.0840703845,0.066811502,1.14272678,256,55.390625,0,0.00100000005,256,14180,12666,1514,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,13,0.689719439,0.631762326,-0.439312696,1.00440478,0.882169008,0.122235775,0.051114928,0.668860316,256,43.6171875,0,0.00100000005,256,11166,10113,1053,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,14,-0.407758594,0.0876876563,-0.716126919,-1.35928011,-1.0361979,0.323082209,0.0461082645,0.544248879,256,48.8046875,0,0.00100000005,256,12494,11244,1250,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,15,-0.0897094011,1.04607987,-0.0655632839,0.995147228,0.890807211,0.104340017,0.0228959676,0.134201691,256,26.65625,0,0.00100000005,256,6824,6042,782,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,16,0.413705796,0.254681438,-0.78131032,-0.129008517,-0.112923086,0.016085431,0.061681211,0.973970413,256,46.2929688,0,0.00100000005,256,11851,10726,1125,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,17,-0.594999969,0.968380809,-0.512617588,-0.213285133,-0.139236748,0.074048385,0.0380226895,0.370105535,256,29.4804688,0,0.00100000005,256,7547,6802,745,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,18,-0.497109383,-0.896579683,-0.0959504545,-1.6675142,-1.48963952,0.177874684,0.03193691,0.261111379,256,41.1523438,0,0.00100000005,256,10535,9500,1035,1
