mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,0,0.175492898,0.508770585,0.363037527,1.66468287,1.04730105,0.617381811,0.108219899,0.749538958,64,247.65625,1,9.99999975e-06,64,15850,14782,1068,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,1,-0.58936739,1.04223657,-0.397771597,0.0460286289,0.05509758,0.00906895101,0.0398010984,0.101384163,64,52.625,0,9.99999975e-06,64,3368,3161,207,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,2,-0.509847581,-0.204413399,0.943444848,0.237445563,0.229183853,0.00826171041,0.0760915056,0.370554715,64,276.125,0,9.99999975e-06,64,17672,16466,1206,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,3,0.291887581,0.18905288,0.999933839,1.72426975,1.4808743,0.243395448,0.0413712338,0.109541044,64,108.484375,0,9.99999975e-06,64,6943,6480,463,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,4,0.699681878,-0.629527569,-0.101833299,0.0323642753,-0.0316789895,0.0640432686,0.119486026,0.913722336,64,172.890625,1,9.99999975e-06,64,11065,10365,700,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,5,0.470923036,0.758192837,-0.622084081,0.683331966,0.607031763,0.0763002038,0.102894373,0.677584112,64,129.40625,0,9.99999975e-06,64,8282,7761,521,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,6,-0.414600581,-0.697184265,-0.281832814,-1.6610527,-1.39361763,0.267435074,0.106845379,0.730619848,64,230.203125,1,9.99999975e-06,64,14733,13785,948,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,7,-0.162503451,0.0351070613,0.324985236,,,,,,,,,9.99999975e-06,64,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,8,0.645824194,-0.539584637,-0.119691521,-0.0780382231,-0.0134519637,0.0645862594,0.119259201,0.910256445,64,157.03125,0,9.99999975e-06,64,10050,9433,617,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,9,0.491171867,-0.434042037,0.53090626,0.754386067,0.58803606,0.166350007,0.133508548,1.1407702,64,305.3125,0,9.99999975e-06,64,19540,18243,1297,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,10,-0.207137704,0.350952983,-0.801123381,-0.935043097,-0.657308102,0.277734995,0.0929079428,0.552440703,64,180.90625,0,9.99999975e-06,64,11578,10859,719,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,11,0.0418608338,0.0996609107,0.0811071023,,,,,,,,,9.99999975e-06,64,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,12,-0.40293169,0.699116826,0.181875929,0.632802486,0.47806108,0.154741406,0.140978321,1.27199268,64,273.046875,0,9.99999975e-06,64,17475,16336,1139,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,13,0.689719439,0.631762326,-0.439312696,1.22808623,0.882169008,0.345917225,0.102425747,0.671426117,64,107.703125,0,9.99999975e-06,64,6893,6481,412,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,14,-0.407758594,0.0876876563,-0.716126919,-1.45369101,-1.0361979,0.417493105,0.0822650269,0.433122218,64,196.953125,0,9.99999975e-06,64,12605,11785,820,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,15,-0.0897094011,1.04607987,-0.0655632839,0.877641857,0.890807211,0.0131653547,0.0723942518,0.335419357,64,171.296875,1,9.99999975e-06,64,10963,10297,666,1
