mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,0,0.175492898,0.508770585,0.363037527,1.04730105,0.00100000005,0.000500000024,1.60161722,1.60893977,0.00732254982,0.0329634137,0.554316163,0.561638713,0.100290634,0.121850103,0.643725455,0.950236678,69.671875,162.34375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,1,-0.58936739,1.04223657,-0.397771597,0.05509758,0.00100000005,0.000500000024,0.111358806,0.0721889064,0.0391699001,0.403206617,0.0562612265,0.0170913264,0.0466802567,0.0504647195,0.139458954,0.162988037,20.984375,26.3125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,2,-0.509847581,-0.204413399,0.943444848,0.229183853,0.00100000005,0.000500000024,0.137868285,0.087225005,0.0506432801,0.304556578,0.0913155675,0.141958848,0.081273891,0.0850104019,0.422748536,0.462513179,29.515625,52.6875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,3,0.291887581,0.18905288,0.999933839,1.4808743,0.00100000005,0.000500000024,1.54630184,1.58697808,0.0406762362,0.348276824,0.0654275417,0.106103778,0.0605854169,0.0562064126,0.234917954,0.202186286,25.15625,43.734375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,4,0.699681878,-0.629527569,-0.101833299,-0.0316789895,0.00100000005,0.000500000024,-0.0373265855,-0.0522913486,0.0149647631,0.0577851459,0.00564759597,0.020612359,0.136085421,0.122886069,1.18523145,0.966463089,45.609375,59.453125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,5,0.470923036,0.758192837,-0.622084081,0.607031763,0.00100000005,0.000500000024,0.792436123,0.724087298,0.068348825,0.361215621,0.18540436,0.117055535,0.107763916,0.0814539939,0.743235886,0.424624205,45.09375,56.453125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,6,-0.414600581,-0.697184265,-0.281832814,-1.39361763,0.00100000005,0.000500000024,-1.69106102,-1.68232334,0.0087376833,0.0439913534,0.29744339,0.288705707,0.105911516,0.0927102342,0.717903912,0.550091982,68.84375,80.015625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,7,-0.162503451,0.0351070613,0.324985236,0.197588846,0.00100000005,0.000500000024,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,8,0.645824194,-0.539584637,-0.119691521,-0.0134519637,0.00100000005,0.000500000024,0.207354948,0.0993584692,0.107996479,0.391215444,0.220806912,0.112810433,0.124776021,0.151276678,0.996419489,1.46461666,69.765625,101.21875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,9,0.491171867,-0.434042037,0.53090626,0.58803606,0.00100000005,0.000500000024,0.879633188,0.575173855,0.304459333,1.17069578,0.291597128,0.0128622055,0.133058965,0.127007008,1.13310015,1.03236985,71.234375,127.703125,64,64,0,0,1
