mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,0,0.175492898,0.508770585,0.363037527,1.52342916,1.04730105,0.476128101,0.145384729,1.35274994,64,194.640625,0,9.99999975e-05,64,12457,11322,1135,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,1,-0.58936739,1.04223657,-0.397771597,0.0518933237,0.05509758,0.0032042563,0.0485953614,0.151136577,64,33.875,0,9.99999975e-05,64,2168,2001,167,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,2,-0.509847581,-0.204413399,0.943444848,0.229361683,0.229183853,0.000177830458,0.0869115442,0.483431488,64,124.546875,0,9.99999975e-05,64,7971,7297,674,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,3,0.291887581,0.18905288,0.999933839,1.64663124,1.4808743,0.165756941,0.0600257292,0.230597645,64,90.6875,0,9.99999975e-05,64,5804,5325,479,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,4,0.699681878,-0.629527569,-0.101833299,-0.220957279,-0.0316789895,0.18927829,0.124144353,0.986356497,64,152.203125,1,9.99999975e-05,64,9741,8928,813,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,5,0.470923036,0.758192837,-0.622084081,0.741562903,0.607031763,0.13453114,0.0910187885,0.530202866,64,111.859375,0,9.99999975e-05,64,7159,6523,636,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,6,-0.414600581,-0.697184265,-0.281832814,-1.4903729,-1.39361763,0.0967552662,0.111474365,0.795298159,64,190.421875,0,9.99999975e-05,64,12187,11247,940,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,7,-0.162503451,0.0351070613,0.324985236,,,,,,,,,9.99999975e-05,64,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,8,0.645824194,-0.539584637,-0.119691521,0.186994448,-0.0134519637,0.200446412,0.129581392,1.07464552,64,175.9375,0,9.99999975e-05,64,11260,10349,911,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,9,0.491171867,-0.434042037,0.53090626,0.825501263,0.58803606,0.237465203,0.134955391,1.16562927,64,210.71875,0,9.99999975e-05,64,13486,12259,1227,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,10,-0.207137704,0.350952983,-0.801123381,-0.838224292,-0.657308102,0.18091619,0.109235168,0.763668597,64,195.984375,0,9.99999975e-05,64,12543,11460,1083,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,11,0.0418608338,0.0996609107,0.0811071023,,,,,,,,,9.99999975e-05,64,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,12,-0.40293169,0.699116826,0.181875929,0.425122827,0.47806108,0.0529382527,0.1507193,1.45384383,64,177.65625,0,9.99999975e-05,64,11370,10464,906,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,13,0.689719439,0.631762326,-0.439312696,1.04129088,0.882169008,0.159121871,0.107718773,0.742613375,64,70.578125,0,9.99999975e-05,64,4517,4187,330,1
