mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,0,0.175492898,0.508770585,0.363037527,2.62182999,1.04730105,1.57452893,0.15249069,1.48821819,64,16.625,0,0.00999999978,64,1064,878,186,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,1,-0.58936739,1.04223657,-0.397771597,-0.111479126,0.05509758,0.166576713,0.0876806006,0.492024809,64,11.203125,0,0.00999999978,64,717,550,167,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,2,-0.509847581,-0.204413399,0.943444848,0.117894739,0.229183853,0.111289114,0.07998541,0.40945065,64,12.046875,0,0.00999999978,64,771,619,152,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,3,0.291887581,0.18905288,0.999933839,2.21077275,1.4808743,0.729898453,0.133374095,1.13847363,64,11.546875,0,0.00999999978,64,739,605,134,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,4,0.699681878,-0.629527569,-0.101833299,0.121616192,-0.0316789895,0.153295189,0.156348005,1.56446064,64,13.46875,0,0.00999999978,64,862,716,146,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,5,0.470923036,0.758192837,-0.622084081,0.387633145,0.607031763,0.219398618,0.132299274,1.12019825,64,12.59375,0,0.00999999978,64,806,643,163,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,6,-0.414600581,-0.697184265,-0.281832814,-2.29477096,-1.39361763,0.901153326,0.128116354,1.05048335,64,15.015625,0,0.00999999978,64,961,810,151,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,7,-0.162503451,0.0351070613,0.324985236,,,,,,,,,0.00999999978,64,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,8,0.645824194,-0.539584637,-0.119691521,0.186931431,-0.0134519637,0.200383395,0.147846356,1.39894688,64,16.03125,0,0.00999999978,64,1026,856,170,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,9,0.491171867,-0.434042037,0.53090626,0.995931745,0.58803606,0.407895684,0.172799945,1.91102862,64,14.984375,0,0.00999999978,64,959,776,183,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,10,-0.207137704,0.350952983,-0.801123381,-1.42249072,-0.657308102,0.765182614,0.118919052,0.905071378,64,12.328125,0,0.00999999978,64,789,636,153,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,11,0.0418608338,0.0996609107,0.0811071023,,,,,,,,,0.00999999978,64,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,12,-0.40293169,0.699116826,0.181875929,0.565570176,0.47806108,0.0875090957,0.175637066,1.97429621,64,13.109375,0,0.00999999978,64,839,688,151,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54385,13,0.689719439,0.631762326,-0.439312696,1.1596204,0.882169008,0.277451396,0.103765018,0.689099431,64,14.03125,0,0.00999999978,64,898,751,147,1
