mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,0,0.175492898,0.508770585,0.363037527,1.04730105,9.99999975e-05,4.99999987e-05,1.58624434,1.3909018,0.195342541,0.777549803,0.538943291,0.34360075,0.132917121,0.118310206,1.13068545,0.895827532,225.15625,247,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,1,-0.58936739,1.04223657,-0.397771597,0.05509758,9.99999975e-05,4.99999987e-05,0.0453639515,-0.00377516029,0.0491391122,0.446012437,0.00973362848,0.0588727407,0.0388486236,0.0713246837,0.0965897888,0.325581431,48.875,57.75,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,2,-0.509847581,-0.204413399,0.943444848,0.229183853,9.99999975e-05,4.99999987e-05,0.0783225074,0.163226724,0.0849042162,0.47693947,0.150861353,0.065957129,0.0981245562,0.079893291,0.616219461,0.408508003,152.40625,123.140625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,3,0.291887581,0.18905288,0.999933839,1.4808743,9.99999975e-05,4.99999987e-05,1.6468395,1.53877056,0.108068943,0.958357275,0.165965199,0.0578962564,0.0462272242,0.0665365532,0.136765197,0.283335209,72.515625,111.5,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,4,0.699681878,-0.629527569,-0.101833299,-0.0316789895,9.99999975e-05,4.99999987e-05,-0.112878896,0.154456556,0.267335445,1.133026,0.0811999068,0.186135545,0.136779591,0.0991676003,1.19735408,0.629389703,109.28125,118.484375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,5,0.470923036,0.758192837,-0.622084081,0.607031763,9.99999975e-05,4.99999987e-05,0.708902717,0.789136052,0.0802333355,0.414489329,0.101870954,0.18210429,0.102731198,0.0908393413,0.675436795,0.528114259,117.09375,179.796875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,6,-0.414600581,-0.697184265,-0.281832814,-1.39361763,9.99999975e-05,4.99999987e-05,-1.64734423,-1.79181743,0.144473195,0.919675291,0.253726602,0.398199797,0.0834847763,0.0736057535,0.446061283,0.34673965,168.5625,147.546875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,7,-0.162503451,0.0351070613,0.324985236,0.197588846,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,8,0.645824194,-0.539584637,-0.119691521,-0.0134519637,9.99999975e-05,4.99999987e-05,0.187728524,-0.162401065,0.350129604,1.34525228,0.201180488,0.148949102,0.127580315,0.132689282,1.04171109,1.12681258,142.8125,177.890625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,9,0.491171867,-0.434042037,0.53090626,0.58803606,9.99999975e-05,4.99999987e-05,0.954676569,0.457739949,0.496936619,1.78509271,0.366640508,0.130296111,0.139975727,0.138404652,1.2539649,1.2259742,247.0625,301.890625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,10,-0.207137704,0.350952983,-0.801123381,-0.657308102,9.99999975e-05,4.99999987e-05,-1.04069972,-0.740501583,0.300198138,1.36207473,0.383391619,0.083193481,0.109981783,0.110414915,0.774143517,0.780252993,159.59375,154.515625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,11,0.0418608338,0.0996609107,0.0811071023,0.222628862,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,12,-0.40293169,0.699116826,0.181875929,0.47806108,9.99999975e-05,4.99999987e-05,0.31725058,0.55400157,0.23675099,0.88864255,0.1608105,0.0759404898,0.151707843,0.114709832,1.47297728,0.842134118,210.890625,187.390625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,13,0.689719439,0.631762326,-0.439312696,0.882169008,9.99999975e-05,4.99999987e-05,0.964831591,0.926350594,0.0384809971,0.203002423,0.0826625824,0.0441815853,0.0905970857,0.0989612117,0.525301278,0.626772523,140.203125,142,64,64,0,0,1
