mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,0,0.175492898,0.508770585,0.363037527,1.50633001,1.04730105,0.459028959,0.030860249,0.975211501,1024,298.858398,1,9.99999975e-06,1024,306031,286310,19721,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,1,-0.58936739,1.04223657,-0.397771597,0.0383907519,0.05509758,0.016706828,0.014267195,0.208438113,1024,64.9941406,1,9.99999975e-06,1024,66554,62325,4229,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,2,-0.509847581,-0.204413399,0.943444848,0.157192618,0.229183853,0.071991235,0.0219302401,0.492477894,1024,174.567383,1,9.99999975e-06,1024,178757,166834,11923,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,3,0.291887581,0.18905288,0.999933839,1.63223445,1.4808743,0.151360154,0.0126664024,0.164288267,1024,125.948242,1,9.99999975e-06,1024,128971,120211,8760,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,4,0.699681878,-0.629527569,-0.101833299,-0.062930055,-0.0316789895,0.0312510654,0.0302901957,0.939515829,1024,152.422852,1,9.99999975e-06,1024,156081,146513,9568,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,5,0.470923036,0.758192837,-0.622084081,0.630273819,0.607031763,0.0232420564,0.0258689038,0.685260952,1024,157.675781,0,9.99999975e-06,1024,161460,151066,10394,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,6,-0.414600581,-0.697184265,-0.281832814,-1.62123811,-1.39361763,0.227620482,0.0236962885,0.574990451,1024,185.571289,1,9.99999975e-06,1024,190025,178300,11725,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,7,-0.162503451,0.0351070613,0.324985236,,,,,,,,,9.99999975e-06,1024,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,8,0.645824194,-0.539584637,-0.119691521,0.0215433855,-0.0134519637,0.0349953473,0.0340305157,1.18586981,1024,182.375977,1,9.99999975e-06,1024,186753,175078,11675,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,9,0.491171867,-0.434042037,0.53090626,0.762421548,0.58803606,0.174385488,0.0342207998,1.19916856,1024,326.757812,1,9.99999975e-06,1024,334600,312450,22150,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,10,-0.207137704,0.350952983,-0.801123381,-0.826490581,-0.657308102,0.169182479,0.0270182174,0.747503698,1024,228.613281,1,9.99999975e-06,1024,234100,219197,14903,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,11,0.0418608338,0.0996609107,0.0811071023,,,,,,,,,9.99999975e-06,1024,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,12,-0.40293169,0.699116826,0.181875929,0.543838441,0.47806108,0.0657773614,0.0338708684,1.17476928,1024,226.43457,1,9.99999975e-06,1024,231869,216768,15101,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,13,0.689719439,0.631762326,-0.439312696,0.983271718,0.882169008,0.10110271,0.0266468693,0.727096975,1024,152.604492,1,9.99999975e-06,1024,156267,146458,9809,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,14,-0.407758594,0.0876876563,-0.716126919,-1.31123662,-1.0361979,0.275038719,0.0254494026,0.663216233,1024,183.144531,1,9.99999975e-06,1024,187540,175893,11647,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,15,-0.0897094011,1.04607987,-0.0655632839,0.955594599,0.890807211,0.0647873878,0.0120549398,0.148809284,1024,91.8076172,1,9.99999975e-06,1024,94011,87653,6358,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,16,0.413705796,0.254681438,-0.78131032,-0.16390194,-0.112923086,0.0509788543,0.029303493,0.879303396,1024,165.313477,1,9.99999975e-06,1024,169281,158691,10590,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,17,-0.594999969,0.968380809,-0.512617588,-0.142527178,-0.139236748,0.00329042971,0.0179780386,0.33096692,1024,72.7402344,0,9.99999975e-06,1024,74486,69863,4623,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,18,-0.497109383,-0.896579683,-0.0959504545,-1.61695242,-1.48963952,0.127312899,0.0184708238,0.349359453,1024,120.724609,1,9.99999975e-06,1024,123622,115935,7687,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,19,-0.753643274,-0.246430308,0.0830651522,-1.08737636,-0.9170084,0.170367956,0.0283969492,0.825740039,1024,183.694336,1,9.99999975e-06,1024,188103,175976,12127,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,20,-0.623939931,0.601983845,-0.225569442,-0.390738696,-0.247525528,0.143213168,0.0309404787,0.980288744,1024,204.189453,1,9.99999975e-06,1024,209090,195923,13167,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,21,-0.320148736,0.0194316097,-0.920338511,-1.32775521,-1.22105563,0.106699586,0.021501502,0.473410159,1024,121.986328,1,9.99999975e-06,1024,124914,117019,7895,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,22,-0.577782154,-0.295465291,0.937366426,-0.0159723964,0.0641189814,0.0800913796,0.0215064771,0.473629206,1024,137.820312,1,9.99999975e-06,1024,141128,131586,9542,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,23,0.325978607,1.08102155,-0.305079907,1.1180526,1.10192025,0.0161323547,0.00785517879,0.0631847233,1024,56.9609375,1,9.99999975e-06,1024,58328,54334,3994,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,24,-0.0302099232,-0.325094938,-0.904855967,-1.38062537,-1.2601608,0.120464563,0.0220419541,0.497508079,1024,93.6113281,1,9.99999975e-06,1024,95858,89937,5921,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,25,-1.00044477,0.364955246,0.260165095,-0.393031865,-0.375324428,0.0177074373,0.0166777708,0.284823596,1024,55.7832031,0,9.99999975e-06,1024,57122,53492,3630,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,26,0.484477401,1.01049316,-0.838338733,0.664037645,0.656631827,0.00740581751,0.0126921404,0.164956599,1024,49.7421875,1,9.99999975e-06,1024,50936,47707,3229,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,27,-0.978971124,-0.685116172,0.384194404,-1.33937848,-1.27989292,0.0594855547,0.0144074205,0.212555543,1024,62.6943359,1,9.99999975e-06,1024,64199,60118,4081,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,28,-0.544516921,-0.928870201,0.317518353,-1.26563525,-1.15586877,0.109766483,0.0173653401,0.308792382,1024,111.59668,1,9.99999975e-06,1024,114275,107177,7098,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,29,0.721896112,-0.850659311,0.880052567,0.759091198,0.751289368,0.00780183077,0.0169519745,0.294266284,1024,69.8867188,1,9.99999975e-06,1024,71564,67105,4459,1
