mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,0,0.175492898,0.508770585,0.363037527,1.04730105,9.99999975e-06,4.99999987e-06,1.62011921,1.33680129,0.283317924,0.9790591,0.57281816,0.289500237,0.123157315,0.166219428,0.970734358,1.76824939,272.53125,375.640625,64,64,0,1,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,1,-0.58936739,1.04223657,-0.397771597,0.05509758,9.99999975e-06,4.99999987e-06,0.0258239657,0.0213727504,0.00445121527,0.0446100868,0.0292736143,0.0337248296,0.0439042524,0.0558752157,0.123365328,0.19981055,39.328125,65.21875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,2,-0.509847581,-0.204413399,0.943444848,0.229183853,9.99999975e-06,4.99999987e-06,0.101534791,0.0334014595,0.0681333318,0.358733714,0.127649069,0.195782393,0.0876034424,0.102322876,0.49115926,0.670078158,239.921875,201.4375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,3,0.291887581,0.18905288,0.999933839,1.4808743,9.99999975e-06,4.99999987e-06,1.70885718,1.63957894,0.0692782402,0.744846046,0.227982879,0.158704638,0.0522499904,0.0407591611,0.174723938,0.106323786,91.53125,131.21875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,4,0.699681878,-0.629527569,-0.101833299,-0.0316789895,9.99999975e-06,4.99999987e-06,-0.084337607,0.0347498208,0.119087428,0.509579659,0.0526586175,0.0664288104,0.142171085,0.0915252939,1.29360747,0.536120296,124.375,120.421875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,5,0.470923036,0.758192837,-0.622084081,0.607031763,9.99999975e-06,4.99999987e-06,0.750097215,0.636316895,0.11378032,0.586176038,0.143065453,0.0292851329,0.0886826739,0.105422385,0.503335416,0.711288273,172.453125,184.96875,64,64,1,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,6,-0.414600581,-0.697184265,-0.281832814,-1.39361763,9.99999975e-06,4.99999987e-06,-1.45729887,-1.7269758,0.269676924,1.30532396,0.0636812449,0.333358169,0.1180766,0.0885201097,0.892293394,0.501491845,221.828125,268.625,64,64,0,1,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,7,-0.162503451,0.0351070613,0.324985236,0.197588846,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,8,0.645824194,-0.539584637,-0.119691521,-0.0134519637,9.99999975e-06,4.99999987e-06,0.288584501,-0.0697105452,0.358295053,1.41196954,0.302036464,0.0562585816,0.125781298,0.127973214,1.01253986,1.04813719,157.953125,147.71875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,61385,9,0.491171867,-0.434042037,0.53090626,0.58803606,9.99999975e-06,4.99999987e-06,0.71289891,0.664192677,0.0487062335,0.176739231,0.12486285,0.0761566162,0.143596619,0.13198483,1.31967926,1.11487973,402.890625,360.625,64,64,1,0,1
