mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,0,0.175492898,0.508770585,0.363037527,2.50641942,1.04730105,1.45911837,0.0354138836,1.28424251,1024,15.9482422,0,0.00999999978,1024,16331,13304,3027,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,1,-0.58936739,1.04223657,-0.397771597,0.0213574618,0.05509758,0.0337401181,0.0172073934,0.303200662,1024,9.16015625,0,0.00999999978,1024,9380,7308,2072,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,2,-0.509847581,-0.204413399,0.943444848,-0.0743443966,0.229183853,0.303528249,0.0271436982,0.754463017,1024,11.1884766,0,0.00999999978,1024,11457,9055,2402,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,3,0.291887581,0.18905288,0.999933839,2.1366334,1.4808743,0.655759096,0.0314949639,1.01573908,1024,10.6699219,0,0.00999999978,1024,10926,8590,2336,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,4,0.699681878,-0.629527569,-0.101833299,0.0344630554,-0.0316789895,0.066142045,0.0369304158,1.39658797,1024,14.6474609,0,0.00999999978,1024,14999,12424,2575,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,5,0.470923036,0.758192837,-0.622084081,0.756998003,0.607031763,0.14996624,0.0293940641,0.884747267,1024,13.1640625,0,0.00999999978,1024,13480,11107,2373,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,6,-0.414600581,-0.697184265,-0.281832814,-2.27262044,-1.39361763,0.87900281,0.0321759433,1.06013834,1024,16.0791016,0,0.00999999978,1024,16465,13833,2632,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,7,-0.162503451,0.0351070613,0.324985236,,,,,,,,,0.00999999978,1024,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,8,0.645824194,-0.539584637,-0.119691521,0.161538586,-0.0134519637,0.17499055,0.0386015996,1.52584541,1024,14.9140625,0,0.00999999978,1024,15272,12758,2514,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,9,0.491171867,-0.434042037,0.53090626,1.20947909,0.58803606,0.621443033,0.0379919037,1.47802615,1024,13.7705078,0,0.00999999978,1024,14101,11315,2786,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,10,-0.207137704,0.350952983,-0.801123381,-1.43434322,-0.657308102,0.777035117,0.0301726647,0.932239056,1024,13.9394531,0,0.00999999978,1024,14274,11573,2701,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,11,0.0418608338,0.0996609107,0.0811071023,,,,,,,,,0.00999999978,1024,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,12,-0.40293169,0.699116826,0.181875929,0.734518945,0.47806108,0.256457865,0.0447145142,2.04737306,1024,15.6679688,0,0.00999999978,1024,16044,13284,2760,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,13,0.689719439,0.631762326,-0.439312696,1.08640575,0.882169008,0.204236746,0.0322560668,1.0654248,1024,14.6210938,0,0.00999999978,1024,14972,12509,2463,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,14,-0.407758594,0.0876876563,-0.716126919,-2.03121305,-1.0361979,0.995015144,0.0336913653,1.16235065,1024,16.1640625,0,0.00999999978,1024,16552,13843,2709,1
