mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,0,0.175492898,0.508770585,0.363037527,1.04730105,0.00100000005,0.000500000024,1.55374491,1.46737731,0.0863676071,1.35949004,0.506443858,0.420076251,0.031648621,0.0318797939,1.02567446,1.04071307,79.8271484,124.885742,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,1,-0.58936739,1.04223657,-0.397771597,0.05509758,0.00100000005,0.000500000024,0.0616392717,0.0347729996,0.0268662721,1.04900372,0.00654169172,0.0203245804,0.0123323463,0.013277879,0.155736849,0.18053332,21.4511719,26.8007812,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,2,-0.509847581,-0.204413399,0.943444848,0.229183853,0.00100000005,0.000500000024,0.149095356,0.156452775,0.00735741854,0.167573363,0.0800884962,0.0727310777,0.02210279,0.0218018685,0.500258148,0.486729145,35.6923828,54.6494141,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,3,0.291887581,0.18905288,0.999933839,1.4808743,0.00100000005,0.000500000024,1.6565423,1.64884162,0.00770068169,0.285317808,0.175668001,0.167967319,0.0138958292,0.0130930087,0.197728321,0.175541133,32.4326172,46.6591797,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,4,0.699681878,-0.629527569,-0.101833299,-0.0316789895,0.00100000005,0.000500000024,-0.0088654384,-0.0589351468,0.0500697084,0.813917518,0.0228135511,0.0272561572,0.0316788889,0.029837044,1.02763724,0.911615193,48.0585938,63.2695312,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,5,0.470923036,0.758192837,-0.622084081,0.607031763,0.00100000005,0.000500000024,0.653827727,0.62840277,0.0254249573,0.478462785,0.0467959642,0.021371007,0.0269012693,0.0262365732,0.741046607,0.70487833,43.8632812,63.0917969,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,6,-0.414600581,-0.697184265,-0.281832814,-1.39361763,0.00100000005,0.000500000024,-1.66283107,-1.64431357,0.0185174942,0.370879561,0.269213438,0.250695944,0.0255338419,0.0243937504,0.667624593,0.609336376,54.9765625,81.1660156,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,7,-0.162503451,0.0351070613,0.324985236,0.197588846,0.00100000005,0.000500000024,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,8,0.645824194,-0.539584637,-0.119691521,-0.0134519637,0.00100000005,0.000500000024,0.0205961633,-0.0113738105,0.031969972,0.453259975,0.0340481251,0.00207815319,0.0356055796,0.0349268354,1.29818356,1.24916112,53.1152344,91.0712891,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,9,0.491171867,-0.434042037,0.53090626,0.58803606,0.00100000005,0.000500000024,0.761304438,0.723836482,0.0374679565,0.550714314,0.173268378,0.135800421,0.034186516,0.0338476785,1.19676709,1.17316127,70.5039062,129.43457,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,10,-0.207137704,0.350952983,-0.801123381,-0.657308102,0.00100000005,0.000500000024,-0.920714617,-0.885030627,0.0356839895,0.70609653,0.263406515,0.227722526,0.0256412458,0.0248947367,0.673252821,0.634621859,53.9765625,84.4501953,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,11,0.0418608338,0.0996609107,0.0811071023,0.222628862,0.00100000005,0.000500000024,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,12,-0.40293169,0.699116826,0.181875929,0.47806108,0.00100000005,0.000500000024,0.580150306,0.502912045,0.0772382617,1.11889195,0.102089226,0.0248509645,0.0336990468,0.0353309847,1.16288078,1.27823722,55.5029297,92.1787109,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,13,0.689719439,0.631762326,-0.439312696,0.882169008,0.00100000005,0.000500000024,0.953112423,0.958073974,0.00496155024,0.0914150029,0.0709434152,0.0759049654,0.026904881,0.0273691304,0.741245568,0.767046988,43.0566406,72.6152344,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,14,-0.407758594,0.0876876563,-0.716126919,-1.0361979,0.00100000005,0.000500000024,-1.33925962,-1.30590427,0.0333553553,0.632087052,0.303061724,0.269706368,0.0250587016,0.0277104881,0.643009067,0.786300123,55.4833984,87.0029297,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,15,-0.0897094011,1.04607987,-0.0655632839,0.890807211,0.00100000005,0.000500000024,0.982390285,0.957859933,0.0245303512,0.974653363,0.0915830731,0.067052722,0.0120856585,0.0130816242,0.149568662,0.175235972,24.1884766,36.1220703,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,16,0.413705796,0.254681438,-0.78131032,-0.112923086,0.00100000005,0.000500000024,-0.174533635,-0.117826685,0.0567069501,0.962475061,0.0616105497,0.00490359962,0.0293721799,0.0295446608,0.883430421,0.89383626,47.9404297,71.4824219,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,17,-0.594999969,0.968380809,-0.512617588,-0.139236748,0.00100000005,0.000500000024,-0.176498726,-0.172823817,0.00367490947,0.104389183,0.0372619778,0.0335870683,0.0176027045,0.0176002271,0.317291766,0.317202419,25.7509766,37.0917969,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,18,-0.497109383,-0.896579683,-0.0959504545,-1.48963952,0.00100000005,0.000500000024,-1.64819002,-1.60215044,0.0460395813,1.195997,0.158550501,0.11251092,0.0186901912,0.0198035408,0.357706994,0.401592553,39.4130859,60.8916016,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,19,-0.753643274,-0.246430308,0.0830651522,-0.9170084,0.00100000005,0.000500000024,-1.18077099,-1.13457763,0.0461933613,0.805294633,0.263762593,0.217569232,0.0283127092,0.0290483534,0.820848107,0.864058256,52.9130859,85.2539062,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,20,-0.623939931,0.601983845,-0.225569442,-0.247525528,0.00100000005,0.000500000024,-0.394377232,-0.430443197,0.0360659659,0.570857704,0.146851704,0.182917669,0.0313919671,0.031785585,1.00910664,1.03457117,55.1152344,88.28125,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,21,-0.320148736,0.0194316097,-0.920338511,-1.22105563,0.00100000005,0.000500000024,-1.36340213,-1.36697626,0.00357413292,0.0916761085,0.142346501,0.145920634,0.0193158351,0.019669693,0.382055938,0.396182358,36.5371094,52.9335938,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,22,-0.577782154,-0.295465291,0.937366426,0.0641189814,0.00100000005,0.000500000024,-0.0280610379,-0.0320192128,0.00395817496,0.094174549,0.0921800211,0.0961381942,0.0202284809,0.0218007173,0.41901201,0.486677825,33.0976562,53.9863281,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,62345,23,0.325978607,1.08102155,-0.305079907,1.10192025,0.00100000005,0.000500000024,1.1228385,1.12229252,0.000545978546,0.0343041644,0.0209182501,0.0203722715,0.00806784909,0.00784695987,0.0666523576,0.0630525798,17.875,21.2578125,1024,1024,0,0,1
