mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,0,0.175492898,0.508770585,0.363037527,2.46022081,1.04730105,1.41291976,0.0753492713,1.45344341,256,16.828125,0,0.00999999978,256,4308,3573,735,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,1,-0.58936739,1.04223657,-0.397771597,-0.00182089978,0.05509758,0.0569184795,0.0388262607,0.385914475,256,9.96484375,0,0.00999999978,256,2551,2023,528,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,2,-0.509847581,-0.204413399,0.943444848,0.0292075779,0.229183853,0.19997628,0.0485494547,0.603404701,256,11.4492188,0,0.00999999978,256,2931,2369,562,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,3,0.291887581,0.18905288,0.999933839,2.11386442,1.4808743,0.632990122,0.0629654527,1.01495004,256,10.328125,0,0.00999999978,256,2644,2061,583,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,4,0.699681878,-0.629527569,-0.101833299,0.114803351,-0.0316789895,0.146482348,0.0731221586,1.36879361,256,15.0976562,0,0.00999999978,256,3865,3259,606,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,5,0.470923036,0.758192837,-0.622084081,0.809710085,0.607031763,0.202678323,0.0562903695,0.811163008,256,12.3476562,0,0.00999999978,256,3161,2575,586,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,6,-0.414600581,-0.697184265,-0.281832814,-2.15472412,-1.39361763,0.761106491,0.0683337897,1.1953938,256,16.3242188,0,0.00999999978,256,4179,3475,704,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,7,-0.162503451,0.0351070613,0.324985236,,,,,,,,,0.00999999978,256,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,8,0.645824194,-0.539584637,-0.119691521,0.293937385,-0.0134519637,0.307389349,0.0762278065,1.48753357,256,15.53125,0,0.00999999978,256,3976,3317,659,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,9,0.491171867,-0.434042037,0.53090626,1.15277851,0.58803606,0.564742446,0.0797116309,1.62660956,256,14.2304688,0,0.00999999978,256,3643,2911,732,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,10,-0.207137704,0.350952983,-0.801123381,-1.3578918,-0.657308102,0.700583696,0.0689512193,1.21709335,256,12.7929688,0,0.00999999978,256,3275,2633,642,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,11,0.0418608338,0.0996609107,0.0811071023,,,,,,,,,0.00999999978,256,,,0
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,12,-0.40293169,0.699116826,0.181875929,0.817329824,0.47806108,0.339268744,0.0871606469,1.94482648,256,16.0859375,0,0.00999999978,256,4118,3432,686,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,13,0.689719439,0.631762326,-0.439312696,1.21747637,0.882169008,0.33530736,0.0641919374,1.0548749,256,15.0195312,0,0.00999999978,256,3845,3234,611,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,14,-0.407758594,0.0876876563,-0.716126919,-1.95110548,-1.0361979,0.914907575,0.0614974536,0.968175888,256,15.859375,0,0.00999999978,256,4060,3393,667,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,15,-0.0897094011,1.04607987,-0.0655632839,1.21262789,0.890807211,0.321820676,0.048592113,0.604465485,256,9.04296875,0,0.00999999978,256,2315,1763,552,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,16,0.413705796,0.254681438,-0.78131032,-0.167876109,-0.112923086,0.0549530238,0.0778524652,1.55161762,256,14.1679688,0,0.00999999978,256,3627,3002,625,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,17,-0.594999969,0.968380809,-0.512617588,-0.320606202,-0.139236748,0.181369454,0.0449483581,0.517210841,256,12.0585938,0,0.00999999978,256,3087,2519,568,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,18,-0.497109383,-0.896579683,-0.0959504545,-1.85715985,-1.48963952,0.367520332,0.0501385555,0.643552005,256,11.5390625,0,0.00999999978,256,2954,2376,578,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,19,-0.753643274,-0.246430308,0.0830651522,-1.63962388,-0.9170084,0.72261548,0.0515785292,0.681048214,256,14.2539062,0,0.00999999978,256,3649,3007,642,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,20,-0.623939931,0.601983845,-0.225569442,-0.926788807,-0.247525528,0.679263294,0.0877010971,1.96901953,256,16.6445312,0,0.00999999978,256,4261,3585,676,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,21,-0.320148736,0.0194316097,-0.920338511,-1.64722097,-1.22105563,0.426165342,0.0496487841,0.631040454,256,13.046875,0,0.00999999978,256,3340,2701,639,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,22,-0.577782154,-0.295465291,0.937366426,-0.183603346,0.0641189814,0.247722328,0.0503181592,0.648170769,256,11.640625,0,0.00999999978,256,2980,2398,582,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,23,0.325978607,1.08102155,-0.305079907,1.16011226,1.10192025,0.0581920147,0.0234474633,0.140744582,256,6.53125,0,0.00999999978,256,1672,950,722,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,24,-0.0302099232,-0.325094938,-0.904855967,-1.5380373,-1.2601608,0.277876496,0.0477750078,0.584307492,256,14.578125,0,0.00999999978,256,3732,3153,579,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,25,-1.00044477,0.364955246,0.260165095,-0.444286972,-0.375324428,0.0689625442,0.0406348854,0.42270565,256,11.2929688,0,0.00999999978,256,2891,2328,563,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,26,0.484477401,1.01049316,-0.838338733,0.664289057,0.656631827,0.0076572299,0.0287128575,0.211053625,256,10.421875,0,0.00999999978,256,2668,2153,515,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,27,-0.978971124,-0.685116172,0.384194404,-1.44199133,-1.27989292,0.162098408,0.0369742736,0.349976808,256,10.71875,0,0.00999999978,256,2744,2207,537,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,28,-0.544516921,-0.928870201,0.317518353,-1.38170993,-1.15586877,0.225841165,0.0381640866,0.372863382,256,11.3125,0,0.00999999978,256,2896,2329,567,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,29,0.721896112,-0.850659311,0.880052567,0.785816312,0.751289368,0.0345269442,0.0360094085,0.331949443,256,10.4375,0,0.00999999978,256,2672,2149,523,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,30,0.533486307,0.345811605,1.09812272,1.97929788,1.97742057,0.00187730789,0,0,256,1,0,0.00999999978,256,256,0,256,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,31,0.830785871,0.0129929949,-0.975809216,-0.183794931,-0.132030368,0.0517645627,0.0316712745,0.25678581,256,10.6210938,0,0.00999999978,256,2719,2219,500,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,32,0.813043475,-0.690540493,0.92247957,1.14647305,1.04498255,0.101490498,0.0351673998,0.316606998,256,10.3789062,0,0.00999999978,256,2657,2139,518,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,33,-1.06913912,0.240271136,-0.146089584,-1.04460514,-0.974957585,0.0696475506,0.0225076936,0.12968865,256,8.00390625,0,0.00999999978,256,2049,1545,504,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,34,-0.546839952,-0.836943567,-0.792940497,-2.32017422,-2.17672396,0.14345026,0.0277109332,0.196581334,256,11.765625,0,0.00999999978,256,3012,2477,535,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,35,0.919254601,0.338374823,0.920297027,2.26895452,2.17792654,0.0910279751,0.0249053948,0.158791348,256,11,0,0.00999999978,256,2816,2281,535,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,36,-0.950967193,0.578466833,-0.569361806,-1.11473811,-0.941862166,0.172875941,0.0375424996,0.360816479,256,11.0546875,0,0.00999999978,256,2830,2292,538,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,54577,37,-0.856356621,0.857685804,0.410542637,0.442538112,0.411871821,0.0306662917,0.0429392569,0.472007632,256,10.640625,0,0.00999999978,256,2724,2217,507,1
