mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,21,-0.320148736,0.0194316097,-0.920338511,-1.33859718,-1.22105563,0.117541552,0.0203309022,0.423265845,1024,92.203125,0,9.99999975e-05,1024,94416,86827,7589,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,22,-0.577782154,-0.295465291,0.937366426,-0.0289330371,0.0641189814,0.0930520147,0.0216535926,0.480131119,1024,103.201172,0,9.99999975e-05,1024,105678,96302,9376,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,23,0.325978607,1.08102155,-0.305079907,1.11988378,1.10192025,0.0179635286,0.00699925376,0.0501653068,1024,40.8828125,0,9.99999975e-05,1024,41864,38087,3777,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,24,-0.0302099232,-0.325094938,-0.904855967,-1.34755981,-1.2601608,0.0873990059,0.0230479222,0.543955684,1024,85.3662109,0,9.99999975e-05,1024,87415,80221,7194,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,25,-1.00044477,0.364955246,0.260165095,-0.411597461,-0.375324428,0.0362730324,0.0174536221,0.311939985,1024,52.5791016,0,9.99999975e-05,1024,53841,49363,4478,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,26,0.484477401,1.01049316,-0.838338733,0.683755934,0.656631827,0.0271241069,0.0115649244,0.136957407,1024,39.1328125,0,9.99999975e-05,1024,40072,36688,3384,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,27,-0.978971124,-0.685116172,0.384194404,-1.32056689,-1.27989292,0.0406739712,0.0142276166,0.207283288,1024,48.1279297,0,9.99999975e-05,1024,49283,45184,4099,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,28,-0.544516921,-0.928870201,0.317518353,-1.25427139,-1.15586877,0.0984026194,0.0173104275,0.306842536,1024,84.796875,1,9.99999975e-05,1024,86832,79608,7224,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,29,0.721896112,-0.850659311,0.880052567,0.766261697,0.751289368,0.0149723291,0.0166029315,0.282273144,1024,43.2021484,0,9.99999975e-05,1024,44239,40559,3680,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,30,0.533486307,0.345811605,1.09812272,1.97378016,1.97742057,0.00364041328,0.00274635688,0.00772349536,1024,14.9941406,0,9.99999975e-05,1024,15354,13177,2177,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,31,0.830785871,0.0129929949,-0.975809216,-0.129480734,-0.132030368,0.00254963338,0.0167613029,0.287683874,1024,38.0400391,0,9.99999975e-05,1024,38953,35837,3116,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,32,0.813043475,-0.690540493,0.92247957,1.06058502,1.04498255,0.0156024694,0.0158183929,0.256226867,1024,54.4990234,1,9.99999975e-05,1024,55807,51063,4744,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,33,-1.06913912,0.240271136,-0.146089584,-0.990419328,-0.974957585,0.0154617429,0.0113320583,0.131497532,1024,38.7919922,0,9.99999975e-05,1024,39723,36219,3504,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,34,-0.546839952,-0.836943567,-0.792940497,-2.19710898,-2.17672396,0.0203850269,0.0167827029,0.288418919,1024,43.7568359,0,9.99999975e-05,1024,44807,41261,3546,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,35,0.919254601,0.338374823,0.920297027,2.23418069,2.17792654,0.0562541485,0.0103128729,0.108907886,1024,38.0351562,0,9.99999975e-05,1024,38948,35766,3182,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,36,-0.950967193,0.578466833,-0.569361806,-0.970153093,-0.941862166,0.0282909274,0.0179670192,0.33056131,1024,50.9628906,1,9.99999975e-05,1024,52186,47970,4216,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,37,-0.856356621,0.857685804,0.410542637,0.396970183,0.411871821,0.014901638,0.0214406159,0.470732778,1024,50.0136719,0,9.99999975e-05,1024,51214,47149,4065,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,38,0.399649769,0.911472201,0.487680316,1.89148128,1.79880226,0.0926790237,0.0181450509,0.337144703,1024,60.3574219,0,9.99999975e-05,1024,61806,56866,4940,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,39,0.8862831,0.484921604,-0.965707958,0.413685054,0.405496776,0.00818827748,0.0148767596,0.2266296,1024,35.8251953,0,9.99999975e-05,1024,36685,33784,2901,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,40,-0.833433211,0.0322562493,-0.57291925,-1.49576795,-1.37409616,0.121671796,0.0230332837,0.543264925,1024,74.375,0,9.99999975e-05,1024,76160,70257,5903,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,41,-1.08221769,-0.503601611,-0.302469164,-1.89761686,-1.88828838,0.00932848454,0.00595061621,0.0362596698,1024,24.5039062,0,9.99999975e-05,1024,25092,22650,2442,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,42,-0.747502446,-0.695805311,-0.294549644,-1.82698739,-1.73785734,0.089130044,0.0224862117,0.517764866,1024,82.5302734,0,9.99999975e-05,1024,84511,77712,6799,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,43,0.936558425,0.270633698,-0.332234889,0.905784369,0.874957323,0.0308270454,0.0219700821,0.494268954,1024,62.2714844,0,9.99999975e-05,1024,63766,58597,5169,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,44,-0.468204111,-1.03770196,0.509870887,-1.04506969,-0.996035218,0.0490344763,0.0112001132,0.12845315,1024,48.3476562,1,9.99999975e-05,1024,49508,45383,4125,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,45,0.0708140805,-0.977128625,-0.698683321,-1.62159026,-1.60499787,0.0165923834,0.0165446084,0.280293465,1024,44.8183594,0,9.99999975e-05,1024,45894,42275,3619,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,46,-1.08003056,0.0887897685,0.63502568,-0.360616058,-0.356215119,0.00440093875,0.00779631501,0.0622413047,1024,25.2109375,0,9.99999975e-05,1024,25816,23427,2389,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,47,-0.443023086,1.00982964,-1.02821565,-0.466727495,-0.461409092,0.00531840324,0.00769974338,0.060708914,1024,25.1757812,0,9.99999975e-05,1024,25780,23566,2214,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,48,-1.02739704,-0.0794651881,-0.8468799,-1.95459914,-1.95374203,0.000857114792,0.0119317044,0.145782337,1024,31.3916016,0,9.99999975e-05,1024,32145,29466,2679,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,49,-1.06565416,0.541796327,0.578846574,0.0406171717,0.0549887419,0.0143715702,0.0100611616,0.103656419,1024,30.7783203,0,9.99999975e-05,1024,31517,28746,2771,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,50,-1.05694842,0.730526865,0.389614463,0.0836935863,0.063192904,0.0205006823,0.0109993862,0.123890169,1024,30.8505859,0,9.99999975e-05,1024,31591,29003,2588,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,51,0.337375641,-0.961575806,-0.931716263,-1.53899539,-1.55591643,0.0169210434,0.0149029279,0.227427602,1024,35.6025391,0,9.99999975e-05,1024,36457,33563,2894,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,52,-1.03532362,0.659452498,0.973249316,0.608633339,0.597378194,0.0112551451,0.00832436979,0.070958212,1024,24.6474609,0,9.99999975e-05,1024,25239,23031,2208,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,53,0.966365159,-0.996419668,-0.455053031,-0.467630059,-0.485107541,0.0174774826,0.0107992068,0.119421817,1024,27.1552734,0,9.99999975e-05,1024,27807,25523,2284,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,54,-0.916714728,0.13054049,-1.0994246,-1.88411593,-1.8855989,0.00148296356,0.00148025423,0.00224374025,1024,9.4921875,0,9.99999975e-05,1024,9720,7725,1995,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,55,-1.03485787,0.867131352,0.683810294,0.516322494,0.516083777,0.000238716602,0.0111383107,0.127039462,1024,26.4638672,0,9.99999975e-05,1024,27099,24696,2403,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,56,-1.07799649,0.489437819,-1.06429529,-1.65374029,-1.65285397,0.000886321068,0.00249661715,0.00638269214,1024,19.8193359,0,9.99999975e-05,1024,20295,18226,2069,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,57,0.0615398549,-0.816983461,-0.915260077,-1.71438444,-1.67070365,0.0436807871,0.0154911261,0.245734408,1024,49.6044922,0,9.99999975e-05,1024,50795,46990,3805,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,58,-1.0165472,1.03901696,-0.806799769,-0.788445771,-0.78433001,0.00411576033,0.00662215473,0.0449054055,1024,25.5927734,0,9.99999975e-05,1024,26207,24001,2206,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,59,-0.801100194,-0.335347503,-0.874689281,-2.03996325,-2.01113701,0.0288262367,0.0157397613,0.253685862,1024,44.3925781,0,9.99999975e-05,1024,45458,41969,3489,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,60,-1.00781,-1.04426551,-0.968482792,-3.01970792,-3.02055812,0.000850200653,0.00510296831,0.0266652554,1024,22.2080078,0,9.99999975e-05,1024,22741,20601,2140,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,61,-0.912184596,-0.00910327863,-0.993070602,-1.93387032,-1.9143585,0.0195118189,0.0111392047,0.127059847,1024,30.0439453,0,9.99999975e-05,1024,30765,28295,2470,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,62,-0.068530038,-0.673536301,-0.972919762,-1.72184372,-1.71498609,0.00685763359,0.0180308186,0.332913101,1024,47.8896484,0,9.99999975e-05,1024,49039,44995,4044,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,63,0.892485678,-0.334756792,-0.970480621,-0.42294091,-0.412751734,0.0101891756,0.0145144081,0.215724081,1024,35.6113281,0,9.99999975e-05,1024,36466,33572,2894,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,64,-0.445440233,-0.512588978,-1.09207916,-2.05861878,-2.05010843,0.00851035118,0.00407286035,0.0169863086,1024,21.0771484,0,9.99999975e-05,1024,21583,19264,2319,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,65,1.04090881,-0.959117949,-0.900246501,-0.801635683,-0.818455637,0.0168199539,0.00784532633,0.0630263239,1024,23.7783203,0,9.99999975e-05,1024,24349,22236,2113,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,66,0.508168161,0.932179272,1.03443682,2.47513509,2.47478437,0.00035071373,0.00828096829,0.0702202246,1024,28.0224609,0,9.99999975e-05,1024,28695,26347,2348,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,67,-1.07519734,0.295643717,0.292442024,-0.490241945,-0.487111628,0.00313031673,0.00970747508,0.0964967087,1024,28.609375,0,9.99999975e-05,1024,29296,26699,2597,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,68,1.07365608,0.520933807,0.297249645,1.89680684,1.89183962,0.00496721268,0.0103344526,0.10936413,1024,29.8398438,0,9.99999975e-05,1024,30556,27877,2679,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,69,-0.920687139,1.02949703,0.914340615,1.02073586,1.02315044,0.00241458416,0.00820686016,0.0689690188,1024,25.8544922,0,9.99999975e-05,1024,26475,24355,2120,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,70,0.95033592,-0.724874735,-1.05828142,-0.842163265,-0.832820237,0.00934302807,0.006186035,0.0391854383,1024,23.4648438,0,9.99999975e-05,1024,24028,21859,2169,1
C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,neumann,55345,71,0.849369705,-0.815406382,-0.964401364,-0.934813201,-0.930438042,0.00437515974,0.0131698167,0.177606732,1024,31.2109375,0,9.99999975e-05,1024,31960,29398,2562,1
