boundary,epsilon,epsilon_half,walks,grid,valid_points,mean_bias,max_bias,mean_normalized_bias,high_bias_point_count,high_bias_ratio,rmse_epsilon,rmse_epsilon_half,runtime_seconds,bias_threshold
dirichlet,0.00100000005,0.000500000024,128,16,3876,0.0239166431,0.20124507,0.253319978,0,0,0.0390120595,0.038387509,12.5098664,2
