boundary,epsilon,epsilon_half,walks,grid,valid_points,mean_bias,max_bias,p95_bias,mean_normalized_bias,max_normalized_bias,p95_normalized_bias,high_bias_point_count,high_bias_ratio,warning_threshold_ratio,rmse_epsilon,rmse_epsilon_half,runtime_seconds,bias_threshold
neumann,0.00999999978,0.00499999989,128,16,3876,0.109189122,1.3827095,0.467230886,0.737311366,18.5366077,2.6729663,361,0.0931372549,0.0931372549,0.539772291,0.3578095,10.326699,2
