point_index,x,y,z
693,-0.366666667,0.513333333,-0.806666667
694,-0.22,0.513333333,-0.806666667
695,-0.0733333333,0.513333333,-0.806666667
696,0.0733333333,0.513333333,-0.806666667
697,0.22,0.513333333,-0.806666667
698,0.366666667,0.513333333,-0.806666667
699,0.513333333,0.513333333,-0.806666667
700,0.66,0.513333333,-0.806666667
701,0.806666667,0.513333333,-0.806666667
702,0.953333333,0.513333333,-0.806666667
703,1.1,0.513333333,-0.806666667
704,-1.1,0.66,-0.806666667
705,-0.953333333,0.66,-0.806666667
706,-0.806666667,0.66,-0.806666667
707,-0.66,0.66,-0.806666667
708,-0.513333333,0.66,-0.806666667
709,-0.366666667,0.66,-0.806666667
710,-0.22,0.66,-0.806666667
711,-0.0733333333,0.66,-0.806666667
712,0.0733333333,0.66,-0.806666667
713,0.22,0.66,-0.806666667
714,0.366666667,0.66,-0.806666667
715,0.513333333,0.66,-0.806666667
716,0.66,0.66,-0.806666667
717,0.806666667,0.66,-0.806666667
718,0.953333333,0.66,-0.806666667
719,1.1,0.66,-0.806666667
720,-1.1,0.806666667,-0.806666667
721,-0.953333333,0.806666667,-0.806666667
722,-0.806666667,0.806666667,-0.806666667
723,-0.66,0.806666667,-0.806666667
724,-0.513333333,0.806666667,-0.806666667
725,-0.366666667,0.806666667,-0.806666667
726,-0.22,0.806666667,-0.806666667
727,-0.0733333333,0.806666667,-0.806666667
728,0.0733333333,0.806666667,-0.806666667
729,0.22,0.806666667,-0.806666667
730,0.366666667,0.806666667,-0.806666667
731,0.513333333,0.806666667,-0.806666667
732,0.66,0.806666667,-0.806666667
733,0.806666667,0.806666667,-0.806666667
734,0.953333333,0.806666667,-0.806666667
735,1.1,0.806666667,-0.806666667
736,-1.1,0.953333333,-0.806666667
737,-0.953333333,0.953333333,-0.806666667
738,-0.806666667,0.953333333,-0.806666667
739,-0.66,0.953333333,-0.806666667
740,-0.513333333,0.953333333,-0.806666667
741,-0.366666667,0.953333333,-0.806666667
742,-0.22,0.953333333,-0.806666667
743,-0.0733333333,0.953333333,-0.806666667
744,0.0733333333,0.953333333,-0.806666667
745,0.22,0.953333333,-0.806666667
746,0.366666667,0.953333333,-0.806666667
747,0.513333333,0.953333333,-0.806666667
748,0.66,0.953333333,-0.806666667
749,0.806666667,0.953333333,-0.806666667
750,0.953333333,0.953333333,-0.806666667
751,1.1,0.953333333,-0.806666667
752,-1.1,1.1,-0.806666667
753,-0.953333333,1.1,-0.806666667
754,-0.806666667,1.1,-0.806666667
755,-0.66,1.1,-0.806666667
756,-0.513333333,1.1,-0.806666667
757,-0.366666667,1.1,-0.806666667
758,-0.22,1.1,-0.806666667
759,-0.0733333333,1.1,-0.806666667
760,0.0733333333,1.1,-0.806666667
761,0.22,1.1,-0.806666667
762,0.366666667,1.1,-0.806666667
763,0.513333333,1.1,-0.806666667
764,0.66,1.1,-0.806666667
765,0.806666667,1.1,-0.806666667
766,0.953333333,1.1,-0.806666667
767,1.1,1.1,-0.806666667
768,-1.1,-1.1,-0.66
769,-0.953333333,-1.1,-0.66
770,-0.806666667,-1.1,-0.66
771,-0.66,-1.1,-0.66
772,-0.513333333,-1.1,-0.66
773,-0.366666667,-1.1,-0.66
774,-0.22,-1.1,-0.66
775,-0.0733333333,-1.1,-0.66
776,0.0733333333,-1.1,-0.66
777,0.22,-1.1,-0.66
778,0.366666667,-1.1,-0.66
779,0.513333333,-1.1,-0.66
780,0.66,-1.1,-0.66
781,0.806666667,-1.1,-0.66
782,0.953333333,-1.1,-0.66
783,1.1,-1.1,-0.66
784,-1.1,-0.953333333,-0.66
785,-0.953333333,-0.953333333,-0.66
786,-0.806666667,-0.953333333,-0.66
787,-0.66,-0.953333333,-0.66
788,-0.513333333,-0.953333333,-0.66
789,-0.366666667,-0.953333333,-0.66
790,-0.22,-0.953333333,-0.66
791,-0.0733333333,-0.953333333,-0.66
792,0.0733333333,-0.953333333,-0.66
793,0.22,-0.953333333,-0.66
794,0.366666667,-0.953333333,-0.66
795,0.513333333,-0.953333333,-0.66
796,0.66,-0.953333333,-0.66
797,0.806666667,-0.953333333,-0.66
798,0.953333333,-0.953333333,-0.66
799,1.1,-0.953333333,-0.66
800,-1.1,-0.806666667,-0.66
801,-0.953333333,-0.806666667,-0.66
802,-0.806666667,-0.806666667,-0.66
803,-0.66,-0.806666667,-0.66
804,-0.513333333,-0.806666667,-0.66
805,-0.366666667,-0.806666667,-0.66
806,-0.22,-0.806666667,-0.66
807,-0.0733333333,-0.806666667,-0.66
808,0.0733333333,-0.806666667,-0.66
809,0.22,-0.806666667,-0.66
810,0.366666667,-0.806666667,-0.66
811,0.513333333,-0.806666667,-0.66
812,0.66,-0.806666667,-0.66
813,0.806666667,-0.806666667,-0.66
814,0.953333333,-0.806666667,-0.66
815,1.1,-0.806666667,-0.66
816,-1.1,-0.66,-0.66
817,-0.953333333,-0.66,-0.66
818,-0.806666667,-0.66,-0.66
819,-0.66,-0.66,-0.66
820,-0.513333333,-0.66,-0.66
821,-0.366666667,-0.66,-0.66
822,-0.22,-0.66,-0.66
823,-0.0733333333,-0.66,-0.66
824,0.0733333333,-0.66,-0.66
825,0.22,-0.66,-0.66
826,0.366666667,-0.66,-0.66
827,0.513333333,-0.66,-0.66
828,0.66,-0.66,-0.66
829,0.806666667,-0.66,-0.66
830,0.953333333,-0.66,-0.66
831,1.1,-0.66,-0.66
832,-1.1,-0.513333333,-0.66
833,-0.953333333,-0.513333333,-0.66
834,-0.806666667,-0.513333333,-0.66
835,-0.66,-0.513333333,-0.66
836,-0.513333333,-0.513333333,-0.66
837,-0.366666667,-0.513333333,-0.66
838,-0.22,-0.513333333,-0.66
839,-0.0733333333,-0.513333333,-0.66
840,0.0733333333,-0.513333333,-0.66
841,0.22,-0.513333333,-0.66
842,0.366666667,-0.513333333,-0.66
843,0.513333333,-0.513333333,-0.66
844,0.66,-0.513333333,-0.66
845,0.806666667,-0.513333333,-0.66
846,0.953333333,-0.513333333,-0.66
847,1.1,-0.513333333,-0.66
848,-1.1,-0.366666667,-0.66
849,-0.953333333,-0.366666667,-0.66
850,-0.806666667,-0.366666667,-0.66
851,-0.66,-0.366666667,-0.66
852,-0.513333333,-0.366666667,-0.66
853,-0.366666667,-0.366666667,-0.66
854,-0.22,-0.366666667,-0.66
855,-0.0733333333,-0.366666667,-0.66
856,0.0733333333,-0.366666667,-0.66
857,0.22,-0.366666667,-0.66
858,0.366666667,-0.366666667,-0.66
859,0.513333333,-0.366666667,-0.66
860,0.66,-0.366666667,-0.66
861,0.806666667,-0.366666667,-0.66
862,0.953333333,-0.366666667,-0.66
863,1.1,-0.366666667,-0.66
864,-1.1,-0.22,-0.66
865,-0.953333333,-0.22,-0.66
866,-0.806666667,-0.22,-0.66
867,-0.66,-0.22,-0.66
868,-0.513333333,-0.22,-0.66
869,-0.366666667,-0.22,-0.66
870,-0.22,-0.22,-0.66
871,-0.0733333333,-0.22,-0.66
872,0.0733333333,-0.22,-0.66
873,0.22,-0.22,-0.66
874,0.366666667,-0.22,-0.66
875,0.513333333,-0.22,-0.66
876,0.66,-0.22,-0.66
877,0.806666667,-0.22,-0.66
878,0.953333333,-0.22,-0.66
879,1.1,-0.22,-0.66
880,-1.1,-0.0733333333,-0.66
881,-0.953333333,-0.0733333333,-0.66
882,-0.806666667,-0.0733333333,-0.66
883,-0.66,-0.0733333333,-0.66
884,-0.513333333,-0.0733333333,-0.66
885,-0.366666667,-0.0733333333,-0.66
886,-0.22,-0.0733333333,-0.66
887,-0.0733333333,-0.0733333333,-0.66
888,0.0733333333,-0.0733333333,-0.66
889,0.22,-0.0733333333,-0.66
890,0.366666667,-0.0733333333,-0.66
891,0.513333333,-0.0733333333,-0.66
892,0.66,-0.0733333333,-0.66
893,0.806666667,-0.0733333333,-0.66
894,0.953333333,-0.0733333333,-0.66
895,1.1,-0.0733333333,-0.66
896,-1.1,0.0733333333,-0.66
897,-0.953333333,0.0733333333,-0.66
898,-0.806666667,0.0733333333,-0.66
899,-0.66,0.0733333333,-0.66
900,-0.513333333,0.0733333333,-0.66
901,-0.366666667,0.0733333333,-0.66
902,-0.22,0.0733333333,-0.66
903,-0.0733333333,0.0733333333,-0.66
904,0.0733333333,0.0733333333,-0.66
905,0.22,0.0733333333,-0.66
906,0.366666667,0.0733333333,-0.66
907,0.513333333,0.0733333333,-0.66
908,0.66,0.0733333333,-0.66
909,0.806666667,0.0733333333,-0.66
910,0.953333333,0.0733333333,-0.66
911,1.1,0.0733333333,-0.66
912,-1.1,0.22,-0.66
913,-0.953333333,0.22,-0.66
914,-0.806666667,0.22,-0.66
915,-0.66,0.22,-0.66
916,-0.513333333,0.22,-0.66
917,-0.366666667,0.22,-0.66
918,-0.22,0.22,-0.66
919,-0.0733333333,0.22,-0.66
920,0.0733333333,0.22,-0.66
921,0.22,0.22,-0.66
922,0.366666667,0.22,-0.66
923,0.513333333,0.22,-0.66
924,0.66,0.22,-0.66
925,0.806666667,0.22,-0.66
926,0.953333333,0.22,-0.66
927,1.1,0.22,-0.66
928,-1.1,0.366666667,-0.66
929,-0.953333333,0.366666667,-0.66
930,-0.806666667,0.366666667,-0.66
931,-0.66,0.366666667,-0.66
932,-0.513333333,0.366666667,-0.66
933,-0.366666667,0.366666667,-0.66
934,-0.22,0.366666667,-0.66
935,-0.0733333333,0.366666667,-0.66
936,0.0733333333,0.366666667,-0.66
937,0.22,0.366666667,-0.66
938,0.366666667,0.366666667,-0.66
939,0.513333333,0.366666667,-0.66
940,0.66,0.366666667,-0.66
941,0.806666667,0.366666667,-0.66
942,0.953333333,0.366666667,-0.66
943,1.1,0.366666667,-0.66
944,-1.1,0.513333333,-0.66
945,-0.953333333,0.513333333,-0.66
946,-0.806666667,0.513333333,-0.66
947,-0.66,0.513333333,-0.66
948,-0.513333333,0.513333333,-0.66
949,-0.366666667,0.513333333,-0.66
950,-0.22,0.513333333,-0.66
951,-0.0733333333,0.513333333,-0.66
952,0.0733333333,0.513333333,-0.66
953,0.22,0.513333333,-0.66
954,0.366666667,0.513333333,-0.66
955,0.513333333,0.513333333,-0.66
956,0.66,0.513333333,-0.66
957,0.806666667,0.513333333,-0.66
958,0.953333333,0.513333333,-0.66
959,1.1,0.513333333,-0.66
960,-1.1,0.66,-0.66
961,-0.953333333,0.66,-0.66
962,-0.806666667,0.66,-0.66
963,-0.66,0.66,-0.66
964,-0.513333333,0.66,-0.66
965,-0.366666667,0.66,-0.66
966,-0.22,0.66,-0.66
967,-0.0733333333,0.66,-0.66
968,0.0733333333,0.66,-0.66
969,0.22,0.66,-0.66
970,0.366666667,0.66,-0.66
971,0.513333333,0.66,-0.66
972,0.66,0.66,-0.66
973,0.806666667,0.66,-0.66
974,0.953333333,0.66,-0.66
975,1.1,0.66,-0.66
976,-1.1,0.806666667,-0.66
977,-0.953333333,0.806666667,-0.66
978,-0.806666667,0.806666667,-0.66
979,-0.66,0.806666667,-0.66
980,-0.513333333,0.806666667,-0.66
981,-0.366666667,0.806666667,-0.66
982,-0.22,0.806666667,-0.66
983,-0.0733333333,0.806666667,-0.66
984,0.0733333333,0.806666667,-0.66
985,0.22,0.806666667,-0.66
986,0.366666667,0.806666667,-0.66
987,0.513333333,0.806666667,-0.66
988,0.66,0.806666667,-0.66
989,0.806666667,0.806666667,-0.66
990,0.953333333,0.806666667,-0.66
991,1.1,0.806666667,-0.66
992,-1.1,0.953333333,-0.66
993,-0.953333333,0.953333333,-0.66
994,-0.806666667,0.953333333,-0.66
995,-0.66,0.953333333,-0.66
996,-0.513333333,0.953333333,-0.66
997,-0.366666667,0.953333333,-0.66
998,-0.22,0.953333333,-0.66
999,-0.0733333333,0.953333333,-0.66
1000,0.0733333333,0.953333333,-0.66
1001,0.22,0.953333333,-0.66
1002,0.366666667,0.953333333,-0.66
1003,0.513333333,0.953333333,-0.66
1004,0.66,0.953333333,-0.66
1005,0.806666667,0.953333333,-0.66
1006,0.953333333,0.953333333,-0.66
1007,1.1,0.953333333,-0.66
1008,-1.1,1.1,-0.66
1009,-0.953333333,1.1,-0.66
1010,-0.806666667,1.1,-0.66
1011,-0.66,1.1,-0.66
1012,-0.513333333,1.1,-0.66
1013,-0.366666667,1.1,-0.66
1014,-0.22,1.1,-0.66
1015,-0.0733333333,1.1,-0.66
1016,0.0733333333,1.1,-0.66
1017,0.22,1.1,-0.66
1018,0.366666667,1.1,-0.66
1019,0.513333333,1.1,-0.66
1020,0.66,1.1,-0.66
1021,0.806666667,1.1,-0.66
1022,0.953333333,1.1,-0.66
1023,1.1,1.1,-0.66
1024,-1.1,-1.1,-0.513333333
1025,-0.953333333,-1.1,-0.513333333
1026,-0.806666667,-1.1,-0.513333333
1027,-0.66,-1.1,-0.513333333
1028,-0.513333333,-1.1,-0.513333333
1029,-0.366666667,-1.1,-0.513333333
1030,-0.22,-1.1,-0.513333333
1031,-0.0733333333,-1.1,-0.513333333
1032,0.0733333333,-1.1,-0.513333333
1033,0.22,-1.1,-0.513333333
1034,0.366666667,-1.1,-0.513333333
1035,0.513333333,-1.1,-0.513333333
1036,0.66,-1.1,-0.513333333
1037,0.806666667,-1.1,-0.513333333
1038,0.953333333,-1.1,-0.513333333
1039,1.1,-1.1,-0.513333333
1040,-1.1,-0.953333333,-0.513333333
1041,-0.953333333,-0.953333333,-0.513333333
1042,-0.806666667,-0.953333333,-0.513333333
1043,-0.66,-0.953333333,-0.513333333
1044,-0.513333333,-0.953333333,-0.513333333
1045,-0.366666667,-0.953333333,-0.513333333
1046,-0.22,-0.953333333,-0.513333333
1047,-0.0733333333,-0.953333333,-0.513333333
1048,0.0733333333,-0.953333333,-0.513333333
1049,0.22,-0.953333333,-0.513333333
1050,0.366666667,-0.953333333,-0.513333333
1051,0.513333333,-0.953333333,-0.513333333
1052,0.66,-0.953333333,-0.513333333
1053,0.806666667,-0.953333333,-0.513333333
1054,0.953333333,-0.953333333,-0.513333333
1055,1.1,-0.953333333,-0.513333333
1056,-1.1,-0.806666667,-0.513333333
1057,-0.953333333,-0.806666667,-0.513333333
1058,-0.806666667,-0.806666667,-0.513333333
1059,-0.66,-0.806666667,-0.513333333
1060,-0.513333333,-0.806666667,-0.513333333
1061,-0.366666667,-0.806666667,-0.513333333
1062,-0.22,-0.806666667,-0.513333333
1063,-0.0733333333,-0.806666667,-0.513333333
1064,0.0733333333,-0.806666667,-0.513333333
1065,0.22,-0.806666667,-0.513333333
1066,0.366666667,-0.806666667,-0.513333333
1067,0.513333333,-0.806666667,-0.513333333
1068,0.66,-0.806666667,-0.513333333
1069,0.806666667,-0.806666667,-0.513333333
1070,0.953333333,-0.806666667,-0.513333333
1071,1.1,-0.806666667,-0.513333333
1072,-1.1,-0.66,-0.513333333
1073,-0.953333333,-0.66,-0.513333333
1074,-0.806666667,-0.66,-0.513333333
1075,-0.66,-0.66,-0.513333333
1076,-0.513333333,-0.66,-0.513333333
1077,-0.366666667,-0.66,-0.513333333
1078,-0.22,-0.66,-0.513333333
1079,-0.0733333333,-0.66,-0.513333333
1080,0.0733333333,-0.66,-0.513333333
1081,0.22,-0.66,-0.513333333
1082,0.366666667,-0.66,-0.513333333
1083,0.513333333,-0.66,-0.513333333
1084,0.66,-0.66,-0.513333333
1085,0.806666667,-0.66,-0.513333333
1086,0.953333333,-0.66,-0.513333333
1087,1.1,-0.66,-0.513333333
1088,-1.1,-0.513333333,-0.513333333
1089,-0.953333333,-0.513333333,-0.513333333
1090,-0.806666667,-0.513333333,-0.513333333
1091,-0.66,-0.513333333,-0.513333333
1092,-0.513333333,-0.513333333,-0.513333333
1093,-0.366666667,-0.513333333,-0.513333333
1094,-0.22,-0.513333333,-0.513333333
1095,-0.0733333333,-0.513333333,-0.513333333
1096,0.0733333333,-0.513333333,-0.513333333
1097,0.22,-0.513333333,-0.513333333
1098,0.366666667,-0.513333333,-0.513333333
1099,0.513333333,-0.513333333,-0.513333333
1100,0.66,-0.513333333,-0.513333333
1101,0.806666667,-0.513333333,-0.513333333
1102,0.953333333,-0.513333333,-0.513333333
1103,1.1,-0.513333333,-0.513333333
1104,-1.1,-0.366666667,-0.513333333
1105,-0.953333333,-0.366666667,-0.513333333
1106,-0.806666667,-0.366666667,-0.513333333
1107,-0.66,-0.366666667,-0.513333333
1108,-0.513333333,-0.366666667,-0.513333333
1109,-0.366666667,-0.366666667,-0.513333333
1110,-0.22,-0.366666667,-0.513333333
1111,-0.0733333333,-0.366666667,-0.513333333
1112,0.0733333333,-0.366666667,-0.513333333
1113,0.22,-0.366666667,-0.513333333
1114,0.366666667,-0.366666667,-0.513333333
1115,0.513333333,-0.366666667,-0.513333333
1116,0.66,-0.366666667,-0.513333333
1117,0.806666667,-0.366666667,-0.513333333
1118,0.953333333,-0.366666667,-0.513333333
1119,1.1,-0.366666667,-0.513333333
1120,-1.1,-0.22,-0.513333333
1121,-0.953333333,-0.22,-0.513333333
1122,-0.806666667,-0.22,-0.513333333
1123,-0.66,-0.22,-0.513333333
1124,-0.513333333,-0.22,-0.513333333
1125,-0.366666667,-0.22,-0.513333333
1126,-0.22,-0.22,-0.513333333
1127,-0.0733333333,-0.22,-0.513333333
1128,0.0733333333,-0.22,-0.513333333
1129,0.22,-0.22,-0.513333333
1130,0.366666667,-0.22,-0.513333333
1131,0.513333333,-0.22,-0.513333333
1132,0.66,-0.22,-0.513333333
1133,0.806666667,-0.22,-0.513333333
1134,0.953333333,-0.22,-0.513333333
1135,1.1,-0.22,-0.513333333
1136,-1.1,-0.0733333333,-0.513333333
1137,-0.953333333,-0.0733333333,-0.513333333
1138,-0.806666667,-0.0733333333,-0.513333333
1139,-0.66,-0.0733333333,-0.513333333
1140,-0.513333333,-0.0733333333,-0.513333333
1141,-0.366666667,-0.0733333333,-0.513333333
1142,-0.22,-0.0733333333,-0.513333333
1143,-0.0733333333,-0.0733333333,-0.513333333
1144,0.0733333333,-0.0733333333,-0.513333333
1145,0.22,-0.0733333333,-0.513333333
1146,0.366666667,-0.0733333333,-0.513333333
1147,0.513333333,-0.0733333333,-0.513333333
1148,0.66,-0.0733333333,-0.513333333
1149,0.806666667,-0.0733333333,-0.513333333
1150,0.953333333,-0.0733333333,-0.513333333
1151,1.1,-0.0733333333,-0.513333333
1152,-1.1,0.0733333333,-0.513333333
1153,-0.953333333,0.0733333333,-0.513333333
1154,-0.806666667,0.0733333333,-0.513333333
1155,-0.66,0.0733333333,-0.513333333
1156,-0.513333333,0.0733333333,-0.513333333
1157,-0.366666667,0.0733333333,-0.513333333
1158,-0.22,0.0733333333,-0.513333333
1159,-0.0733333333,0.0733333333,-0.513333333
1160,0.0733333333,0.0733333333,-0.513333333
1161,0.22,0.0733333333,-0.513333333
1162,0.366666667,0.0733333333,-0.513333333
1163,0.513333333,0.0733333333,-0.513333333
1164,0.66,0.0733333333,-0.513333333
1165,0.806666667,0.0733333333,-0.513333333
1166,0.953333333,0.0733333333,-0.513333333
1167,1.1,0.0733333333,-0.513333333
1168,-1.1,0.22,-0.513333333
1169,-0.953333333,0.22,-0.513333333
1170,-0.806666667,0.22,-0.513333333
1171,-0.66,0.22,-0.513333333
1172,-0.513333333,0.22,-0.513333333
1173,-0.366666667,0.22,-0.513333333
1174,-0.22,0.22,-0.513333333
1175,-0.0733333333,0.22,-0.513333333
1176,0.0733333333,0.22,-0.513333333
1177,0.22,0.22,-0.513333333
1178,0.366666667,0.22,-0.513333333
1179,0.513333333,0.22,-0.513333333
1180,0.66,0.22,-0.513333333
1181,0.806666667,0.22,-0.513333333
1182,0.953333333,0.22,-0.513333333
1183,1.1,0.22,-0.513333333
1184,-1.1,0.366666667,-0.513333333
1185,-0.953333333,0.366666667,-0.513333333
1186,-0.806666667,0.366666667,-0.513333333
1187,-0.66,0.366666667,-0.513333333
1188,-0.513333333,0.366666667,-0.513333333
1189,-0.366666667,0.366666667,-0.513333333
1190,-0.22,0.366666667,-0.513333333
1191,-0.0733333333,0.366666667,-0.513333333
1192,0.0733333333,0.366666667,-0.513333333
1193,0.22,0.366666667,-0.513333333
1194,0.366666667,0.366666667,-0.513333333
1195,0.513333333,0.366666667,-0.513333333
1196,0.66,0.366666667,-0.513333333
1197,0.806666667,0.366666667,-0.513333333
1198,0.953333333,0.366666667,-0.513333333
1199,1.1,0.366666667,-0.513333333
1200,-1.1,0.513333333,-0.513333333
1201,-0.953333333,0.513333333,-0.513333333
1202,-0.806666667,0.513333333,-0.513333333
1203,-0.66,0.513333333,-0.513333333
1204,-0.513333333,0.513333333,-0.513333333
1205,-0.366666667,0.513333333,-0.513333333
1206,-0.22,0.513333333,-0.513333333
1207,-0.0733333333,0.513333333,-0.513333333
1208,0.0733333333,0.513333333,-0.513333333
1209,0.22,0.513333333,-0.513333333
1210,0.366666667,0.513333333,-0.513333333
1211,0.513333333,0.513333333,-0.513333333
1212,0.66,0.513333333,-0.513333333
1213,0.806666667,0.513333333,-0.513333333
1214,0.953333333,0.513333333,-0.513333333
1215,1.1,0.513333333,-0.513333333
1216,-1.1,0.66,-0.513333333
1217,-0.953333333,0.66,-0.513333333
1218,-0.806666667,0.66,-0.513333333
1219,-0.66,0.66,-0.513333333
1220,-0.513333333,0.66,-0.513333333
1221,-0.366666667,0.66,-0.513333333
1222,-0.22,0.66,-0.513333333
1223,-0.0733333333,0.66,-0.513333333
1224,0.0733333333,0.66,-0.513333333
1225,0.22,0.66,-0.513333333
1226,0.366666667,0.66,-0.513333333
1227,0.513333333,0.66,-0.513333333
1228,0.66,0.66,-0.513333333
1229,0.806666667,0.66,-0.513333333
1230,0.953333333,0.66,-0.513333333
1231,1.1,0.66,-0.513333333
1232,-1.1,0.806666667,-0.513333333
1233,-0.953333333,0.806666667,-0.513333333
1234,-0.806666667,0.806666667,-0.513333333
1235,-0.66,0.806666667,-0.513333333
1236,-0.513333333,0.806666667,-0.513333333
1237,-0.366666667,0.806666667,-0.513333333
1238,-0.22,0.806666667,-0.513333333
1239,-0.0733333333,0.806666667,-0.513333333
1240,0.0733333333,0.806666667,-0.513333333
1241,0.22,0.806666667,-0.513333333
1242,0.366666667,0.806666667,-0.513333333
1243,0.513333333,0.806666667,-0.513333333
1244,0.66,0.806666667,-0.513333333
1245,0.806666667,0.806666667,-0.513333333
1246,0.953333333,0.806666667,-0.513333333
1247,1.1,0.806666667,-0.513333333
1248,-1.1,0.953333333,-0.513333333
1249,-0.953333333,0.953333333,-0.513333333
1250,-0.806666667,0.953333333,-0.513333333
1251,-0.66,0.953333333,-0.513333333
1252,-0.513333333,0.953333333,-0.513333333
1253,-0.366666667,0.953333333,-0.513333333
1254,-0.22,0.953333333,-0.513333333
1255,-0.0733333333,0.953333333,-0.513333333
1256,0.0733333333,0.953333333,-0.513333333
1257,0.22,0.953333333,-0.513333333
1258,0.366666667,0.953333333,-0.513333333
1259,0.513333333,0.953333333,-0.513333333
1260,0.66,0.953333333,-0.513333333
1261,0.806666667,0.953333333,-0.513333333
1262,0.953333333,0.953333333,-0.513333333
1263,1.1,0.953333333,-0.513333333
1264,-1.1,1.1,-0.513333333
1265,-0.953333333,1.1,-0.513333333
1266,-0.806666667,1.1,-0.513333333
1267,-0.66,1.1,-0.513333333
1268,-0.513333333,1.1,-0.513333333
1269,-0.366666667,1.1,-0.513333333
1270,-0.22,1.1,-0.513333333
1271,-0.0733333333,1.1,-0.513333333
1272,0.0733333333,1.1,-0.513333333
1273,0.22,1.1,-0.513333333
1274,0.366666667,1.1,-0.513333333
1275,0.513333333,1.1,-0.513333333
1276,0.66,1.1,-0.513333333
1277,0.806666667,1.1,-0.513333333
1278,0.953333333,1.1,-0.513333333
1279,1.1,1.1,-0.513333333
1280,-1.1,-1.1,-0.366666667
1281,-0.953333333,-1.1,-0.366666667
1282,-0.806666667,-1.1,-0.366666667
1283,-0.66,-1.1,-0.366666667
1284,-0.513333333,-1.1,-0.366666667
1285,-0.366666667,-1.1,-0.366666667
1286,-0.22,-1.1,-0.366666667
1287,-0.0733333333,-1.1,-0.366666667
1288,0.0733333333,-1.1,-0.366666667
1289,0.22,-1.1,-0.366666667
1290,0.366666667,-1.1,-0.366666667
1291,0.513333333,-1.1,-0.366666667
1292,0.66,-1.1,-0.366666667
1293,0.806666667,-1.1,-0.366666667
1294,0.953333333,-1.1,-0.366666667
1295,1.1,-1.1,-0.366666667
1296,-1.1,-0.953333333,-0.366666667
1297,-0.953333333,-0.953333333,-0.366666667
1298,-0.806666667,-0.953333333,-0.366666667
1299,-0.66,-0.953333333,-0.366666667
1300,-0.513333333,-0.953333333,-0.366666667
1301,-0.366666667,-0.953333333,-0.366666667
1302,-0.22,-0.953333333,-0.366666667
1303,-0.0733333333,-0.953333333,-0.366666667
1304,0.0733333333,-0.953333333,-0.366666667
1305,0.22,-0.953333333,-0.366666667
1306,0.366666667,-0.953333333,-0.366666667
1307,0.513333333,-0.953333333,-0.366666667
1308,0.66,-0.953333333,-0.366666667
1309,0.806666667,-0.953333333,-0.366666667
1310,0.953333333,-0.953333333,-0.366666667
1311,1.1,-0.953333333,-0.366666667
1312,-1.1,-0.806666667,-0.366666667
1313,-0.953333333,-0.806666667,-0.366666667
1314,-0.806666667,-0.806666667,-0.366666667
1315,-0.66,-0.806666667,-0.366666667
1316,-0.513333333,-0.806666667,-0.366666667
1317,-0.366666667,-0.806666667,-0.366666667
1318,-0.22,-0.806666667,-0.366666667
1319,-0.0733333333,-0.806666667,-0.366666667
1320,0.0733333333,-0.806666667,-0.366666667
1321,0.22,-0.806666667,-0.366666667
1322,0.366666667,-0.806666667,-0.366666667
1323,0.513333333,-0.806666667,-0.366666667
1324,0.66,-0.806666667,-0.366666667
1325,0.806666667,-0.806666667,-0.366666667
1326,0.953333333,-0.806666667,-0.366666667
1327,1.1,-0.806666667,-0.366666667
1328,-1.1,-0.66,-0.366666667
1329,-0.953333333,-0.66,-0.366666667
1330,-0.806666667,-0.66,-0.366666667
1331,-0.66,-0.66,-0.366666667
1332,-0.513333333,-0.66,-0.366666667
1333,-0.366666667,-0.66,-0.366666667
1334,-0.22,-0.66,-0.366666667
1335,-0.0733333333,-0.66,-0.366666667
1336,0.0733333333,-0.66,-0.366666667
1337,0.22,-0.66,-0.366666667
1338,0.366666667,-0.66,-0.366666667
1339,0.513333333,-0.66,-0.366666667
1340,0.66,-0.66,-0.366666667
1341,0.806666667,-0.66,-0.366666667
1342,0.953333333,-0.66,-0.366666667
1343,1.1,-0.66,-0.366666667
1344,-1.1,-0.513333333,-0.366666667
1345,-0.953333333,-0.513333333,-0.366666667
1346,-0.806666667,-0.513333333,-0.366666667
1347,-0.66,-0.513333333,-0.366666667
1348,-0.513333333,-0.513333333,-0.366666667
1349,-0.366666667,-0.513333333,-0.366666667
1350,-0.22,-0.513333333,-0.366666667
1351,-0.0733333333,-0.513333333,-0.366666667
1352,0.0733333333,-0.513333333,-0.366666667
1353,0.22,-0.513333333,-0.366666667
1354,0.366666667,-0.513333333,-0.366666667
1355,0.513333333,-0.513333333,-0.366666667
1356,0.66,-0.513333333,-0.366666667
1357,0.806666667,-0.513333333,-0.366666667
1358,0.953333333,-0.513333333,-0.366666667
1359,1.1,-0.513333333,-0.366666667
1360,-1.1,-0.366666667,-0.366666667
1361,-0.953333333,-0.366666667,-0.366666667
1362,-0.806666667,-0.366666667,-0.366666667
1363,-0.66,-0.366666667,-0.366666667
1364,-0.513333333,-0.366666667,-0.366666667
1365,-0.366666667,-0.366666667,-0.366666667
1366,-0.22,-0.366666667,-0.366666667
1367,-0.0733333333,-0.366666667,-0.366666667
1368,0.0733333333,-0.366666667,-0.366666667
1369,0.22,-0.366666667,-0.366666667
1370,0.366666667,-0.366666667,-0.366666667
1371,0.513333333,-0.366666667,-0.366666667
1372,0.66,-0.366666667,-0.366666667
1373,0.806666667,-0.366666667,-0.366666667
