mesh,mesh_variant,point_id,distance_bin,bin_min,bin_max,x,y,z,nearest_distance_proxy_norm,local_edge_mean_norm,local_area_norm,local_aspect_ratio,local_quality,local_normal_variation,point_index
spot,original,15,1,0.05,0.15,-0.08970940001937988,1.0460798698200184,-0.0655632809508433,0.08346063893769924,0.008100324942581689,2.3623448599471298e-05,1.9112708828393805,0.780335639257362,0.05393647100742586,15
spot,original,16,1,0.05,0.15,0.4137057895158811,0.2546814267613271,-0.7813103244671247,0.08355865076643489,0.01963137887132195,0.00015365616814146685,1.3807795509426555,0.9006298167675699,0.03929239072208738,16
spot,original,17,1,0.05,0.15,-0.5949999485342811,0.96838082589582,-0.51261759560486,0.14507319555207962,0.015566854771269333,0.00010336423075201939,1.182324820246563,0.9803555946815969,0.09504813274172737,17
spot,original,18,1,0.05,0.15,-0.4971093967034781,-0.8965796875374547,-0.09595045341906627,0.11184266461621004,0.02618512757822555,0.0002629034609273654,1.443789828361604,0.8589374518882061,0.04727940804781335,18
spot,original,19,1,0.05,0.15,-0.7536432654463858,-0.2464303064142539,0.08306515083247601,0.14406861341539126,0.027391575927687328,0.0003033722887731883,1.4551322226453884,0.9130642925941967,0.0034513529186896616,19
spot,original,20,1,0.05,0.15,-0.6239399117678075,0.6019838340072674,-0.22556944158509507,0.07174921672517323,0.0187751768787089,0.0001425900019322884,1.3422785542604974,0.9168665227459237,0.03707222698943132,20
spot,original,21,1,0.05,0.15,-0.32014873952558875,0.01943161042175956,-0.9203385191185393,0.1454089838078028,0.02270887321033029,0.00019946883891161206,1.5433160201722094,0.8657407979919515,0.016027370817472075,21
spot,original,22,1,0.05,0.15,-0.5777821353083626,-0.29546529621711903,0.9373664140535238,0.10593392699837495,0.02111299143107663,0.00017841852868610443,1.3750074069652116,0.9049352587923069,0.011957879351322606,22
spot,original,23,1,0.05,0.15,0.3259786129283606,1.081021593951022,-0.30507989787521295,0.07150790243474119,0.00903646204733749,3.34873588810002e-05,1.372852093180448,0.931469201200585,0.0802873724679793,23
spot,original,0,2,0.15,0.3,-0.030209923302021657,-0.325094930312811,-0.9048559808165658,0.2233584215069923,0.02710975318262268,0.00027362439175561155,1.77461873860359,0.8179498380008549,0.006068535415409452,24
spot,original,1,2,0.15,0.3,-1.0004448088482985,0.3649552468127948,0.2601650834124569,0.28420466436929526,0.023027310039985153,0.0002119274787538168,1.4040395621510111,0.9029783111390253,0.0005195762622197305,25
spot,original,2,2,0.15,0.3,0.48447739620249375,1.0104931914710216,-0.8383387426517965,0.2211279324786336,0.01680921369167551,0.00010682212403851499,1.7193078045407817,0.8346457931830972,0.026997357390324384,26
spot,original,3,2,0.15,0.3,-0.9789711380873245,-0.6851161567649431,0.38419440273451366,0.2671020437338252,0.030100457137756862,0.00036338466797957195,1.4661114626718947,0.9047245299795179,0.012024618552856562,27
spot,original,4,2,0.15,0.3,-0.5445168992412249,-0.928870213343091,0.3175183607153642,0.15697751767732038,0.022118976567361923,0.00019117209489691973,1.5753594969955365,0.8737795535892823,0.041639756650506676,28
spot,original,5,2,0.15,0.3,0.7218960911027197,-0.8506593296161529,0.8800525899626772,0.17985337022960504,0.024516502280636183,0.00024083522698915502,1.4165741691871776,0.9054480721806801,0.032055548958522175,29
spot,original,6,2,0.15,0.3,0.5334863006717792,0.3458116124023636,1.098122666028607,0.190345256513027,0.011544676252835858,3.949640880461461e-05,1.7536170790353407,0.638863898416887,0.001860217401179624,30
spot,original,7,2,0.15,0.3,0.8307858569386462,0.012992994926130041,-0.9758091921164455,0.2723256453297042,0.020335218043078578,0.000170223696099604,1.3101614392406375,0.9369941467651626,0.03778034132824718,31
spot,original,8,2,0.15,0.3,0.8130434625179042,-0.6905404968270792,0.9224795707887998,0.196160204216608,0.02778834183285039,0.00030645107708523095,1.4849232917743378,0.8933770231390153,0.026128182121243276,32
spot,original,9,2,0.15,0.3,-1.0691390936735632,0.240271139304022,-0.1460895805104523,0.29130725582496486,0.017290326343026564,0.00010708666068350842,1.5641304880824378,0.7922313886988099,0.11357438637421029,33
spot,original,10,2,0.15,0.3,-0.546839950597026,-0.8369435642670904,-0.7929404702246516,0.297667530097093,0.026473957145227784,0.00028231001147418377,1.4533272355810116,0.9096087098656968,0.051553673312503566,34
spot,original,11,2,0.15,0.3,0.9192545885826222,0.3383748341615329,0.9202970398023176,0.27804863186236883,0.019917123853413814,0.0001516121726911921,1.5012825076324359,0.8550205560325865,0.004217186551058516,35
spot,original,12,2,0.15,0.3,-0.95096718158579,0.5784668278669172,-0.5693617885472217,0.23577349537932263,0.016964915103562784,0.00012349682871500166,1.142237219380119,0.9880152634672127,0.06393753517748313,36
spot,original,13,2,0.15,0.3,-0.8563566486052286,0.8576857795942152,0.4105426514825252,0.27877283356923743,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,37
spot,original,14,2,0.15,0.3,0.399649771504784,0.9114722274533316,0.48768031612213814,0.2561765692650133,0.031016915427180256,0.00038288477210998245,1.4218143559448093,0.8981616246019798,0.00606173860647526,38
spot,original,15,2,0.15,0.3,0.8862830993953692,0.48492160164272846,-0.9657079702643343,0.2773326247008265,0.02140862599871577,0.00018631618649608922,1.319787583770321,0.922568143201475,0.023301820585812833,39
spot,original,16,2,0.15,0.3,-0.833433213589656,0.032256247944165484,-0.5729192582864501,0.21597518812013497,0.0219842513432783,0.00020016941591656504,1.287574400399175,0.9442610081555,0.026461000097809828,40
spot,original,17,2,0.15,0.3,-1.082217685379062,-0.5036016294559548,-0.30246915874062674,0.2912719557160681,0.03322353097084311,0.0004071947344189028,1.8024102601871803,0.8086291172754592,0.024785350903503162,41
spot,original,18,2,0.15,0.3,-0.7475024738986105,-0.6958052993255097,-0.29454965289087987,0.18295288984340283,0.029703254885025468,0.000338206753414006,1.6649903670081896,0.8504447514241742,0.032027703528373995,42
spot,original,19,2,0.15,0.3,0.9365584348057738,0.27063370215363136,-0.3322348941667469,0.23710708292502836,0.027824540188042715,0.00030851126142104126,1.5219056184564375,0.8937267029946749,0.017853802491996196,43
spot,original,20,2,0.15,0.3,-0.4682041242336161,-1.037701952252452,0.5098709035760884,0.1757856266833064,0.019502485149431672,0.00014615623941114403,1.644332139649853,0.8542574280645053,0.04399918760805629,44
spot,original,21,2,0.15,0.3,0.07081408384441601,-0.977128639951218,-0.6986833255561019,0.2707497306624328,0.02649133185522316,0.0002566674777566137,1.6726680527055258,0.808625475134839,0.06860715670265834,45
spot,original,22,2,0.15,0.3,-1.0800305904948777,0.08878976614602485,0.6350256576008806,0.2886650646206354,0.022255320042601886,0.00019015607326366545,1.581480904439877,0.8570445980910273,0.005559534925502356,46
spot,original,23,2,0.15,0.3,-0.4430230904842246,1.0098296723932534,-1.0282156288804623,0.26992657864614,0.019083266038564677,0.00012069177594778083,2.223178705758954,0.6986143251515966,0.013942917005108931,47
spot,original,0,3,0.3,0.6,-1.0273970444945235,-0.07946518778368983,-0.8468798981549919,0.32452196251902,0.02162991582982897,0.00019127774652161002,1.3343936723164176,0.9289528985850508,0.03813572704440656,48
spot,original,1,3,0.3,0.6,-1.0656541947886364,0.5417963547468969,0.578846587300528,0.35134368808558025,0.021600748135061992,0.0001840490416208889,1.5084737605926613,0.8863520239003447,0.001166130969533478,49
