experiment,method,mesh,seed,num_query_points,valid_points,walks_per_point,epsilon,min_samples,max_samples,batch_size,target_rse,elapsed_seconds,rmse,mae,mean_relative_error,mean_std_error,mean_sample_variance,mean_samples_used,median_samples_used,min_samples_used,max_samples_used,mean_steps,diverged_count,star_queries,fast_only_star_queries,exact_star_queries,refinement_ratio
lazy_refinement,lazy_threshold_x16,C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,83038,500,460,512,9.99999975e-05,64,512,32,0.0500000007,10.0917838,0.0220525992537,0.0168532317732,0.182363403809,0.0201381465349,0.238720430068,512,512,512,512,25.923382303,0,6105475,3783466,2322009,0.38031586404
epsilon_extrapolation,epsilon,C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,15364961,500,463,512,0.00999999978,64,512,32,0.0500000007,2.5347019,0.0218536912545,0.0164378606956,0.328807989345,0.0194679975536,0.233329672247,512,512,512,512,10.5821071814,0,2508552,2033928,474624,0.18920237651
epsilon_extrapolation,epsilon_half,C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,15364961,500,463,512,0.00499999989,64,512,32,0.0500000007,2.6647194,0.0210443003527,0.0157387958971,0.21628424554,0.0198410284526,0.238001704772,512,512,512,512,12.8875919614,0,3055081,2575508,479573,0.156975543365
epsilon_extrapolation,epsilon,C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,15365970,500,468,512,0.00999999978,64,512,32,0.0500000007,2.6203902,0.0209634840622,0.0155720874044,0.04496394885,0.019954441308,0.241702606934,512,512,512,512,10.7435647035,0,2574330,2091844,482486,0.187421969988
epsilon_extrapolation,epsilon_half,C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,15365970,500,468,512,0.00499999989,64,512,32,0.0500000007,2.7153293,0.0225999776702,0.0162876730712,0.0539150346852,0.0202481356884,0.245648234932,512,512,512,512,13.0199903178,0,3119798,2639984,479814,0.153796495799
epsilon_extrapolation,epsilon,C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,15366979,500,478,512,0.00999999978,64,512,32,0.0500000007,2.674354,0.0221268148304,0.0164999542173,0.11986759808,0.0197947932815,0.234037543213,512,512,512,512,10.8412166579,0,2653236,2160882,492354,0.185567360009
epsilon_extrapolation,epsilon_half,C:\THU\projects\WoSt_Final_project-1\spot\spot_triangulated.obj,15366979,500,478,512,0.00499999989,64,512,32,0.0500000007,2.7405184,0.0213642655665,0.0161312565911,0.0908055291533,0.020153259047,0.239358698365,512,512,512,512,13.134303903,0,3214437,2720428,494009,0.153684455474
neumann_sanity,sphere_cube,experiments/generated/inner_sphere.obj,443240,500,495,512,9.99999975e-05,64,512,32,0.0500000007,2.6541397,0.0710554947456,0.0425720372922,0.153695728718,0.0308191171745,0.582096622323,512,512,512,512,49.520379577,0,12550445,11584202,966243,0.0769887442238
neumann_sanity,sphere_cube,experiments/generated/inner_sphere.obj,444249,500,489,512,9.99999975e-05,64,512,32,0.0500000007,2.7662413,0.0812891823563,0.0448236026647,0.161079059483,0.0304463953483,0.571280336754,512,512,512,512,49.9511798632,0,12506177,11539636,966541,0.0772850888005
neumann_sanity,sphere_cube,experiments/generated/inner_sphere.obj,445258,500,492,512,9.99999975e-05,64,512,32,0.0500000007,2.7927059,0.0791296559655,0.043818783758,0.13228711439,0.0307165276909,0.574975015078,512,512,512,512,49.8769650343,0,12564207,11598273,965934,0.0768798221806
