boundary,epsilon,epsilon_half,walks,grid,valid_points,mean_bias,max_bias,p95_bias,mean_normalized_bias,max_normalized_bias,p95_normalized_bias,high_bias_point_count,high_bias_ratio,warning_threshold_ratio,rmse_epsilon,rmse_epsilon_half,runtime_seconds,bias_threshold
neumann,0.00100000005,0.000500000024,128,16,3876,0.0433744749,0.602454841,0.158247925,0.320498607,3.44145727,1.08898452,10,0.00257997936,0.00257997936,0.198066563,0.175500138,21.5323627,2
