benchmark_name,walks_per_point,epsilon,zombie_rmse,wost_rmse,rmse_ratio_zombie_over_wost,zombie_elapsed_seconds,wost_elapsed_seconds
convergence,16,0.0001,0.0311026071368781,0.0304228364043,1.0223440945329483,0.24284359999001026,0.850781
convergence,64,0.0001,0.016854680868474397,0.0157010371152,1.0734756401637677,0.9853249000152573,3.3139996
convergence,256,0.0001,0.008445582979989973,0.00778334269559,1.0850843025034982,3.8818549000425264,13.1810262
convergence,1024,0.0001,0.004026795942835247,0.00398851235171,1.0095984637251614,15.578959200065583,53.0275411
epsilon,256,0.01,0.00897478736622014,0.0085723680583,1.0469437739004344,1.7849672000156716,12.3519161
epsilon,256,0.001,0.008664018998516944,0.00806158630569,1.074728802742177,3.009025299921632,12.9021115
epsilon,256,0.0001,0.008437277952709136,0.00780981924761,1.0803422826067521,3.6405527000315487,13.2681583
epsilon,256,1e-05,0.008170745075270812,0.00764798277948,1.0683529645481702,4.249943400034681,13.6209529
linear_dirichlet_grid,256,0.0001,0.0074665894000954455,0.00730264821299,1.0224495528641002,23.744930600048974,87.5981853
