mesh,dataset,feature,bin,feature_min,feature_max,count,abs_error_mean,abs_error_median,sample_variance_mean,sample_variance_median,samples_used_mean,samples_used_median,mean_steps_mean,mean_steps_median,bias_indicator_mean,bias_indicator_median,normalized_bias_mean,normalized_bias_median,abs_error_epsilon_mean,abs_error_epsilon_median
bunny,bias_eps_1e-3,local_edge_mean_norm,3,0.0057112466847521436,0.006284832088199279,1003,,,,,,,,,0.010340704510707737,0.0048041195,0.3355516541851137,0.18508983,0.017254111104184747,0.0059658345
bunny,bias_eps_1e-3,local_edge_mean_norm,4,0.006284832088199279,0.012138902548872213,1010,,,,,,,,,0.009665990884624753,0.0052980408,0.31553692425295055,0.20051357,0.013114365240530695,0.00572253765
bunny,bias_eps_1e-3,local_normal_variation,1,9.680303683597587e-05,0.004531739154255393,1005,,,,,,,,,0.009730056533908458,0.0039855838,0.3251965605810547,0.173296,0.017807107009627163,0.0057056546
bunny,bias_eps_1e-3,local_normal_variation,2,0.004531739154255393,0.014805381296723005,1004,,,,,,,,,0.01077652498083273,0.0056580460999999995,0.34494838573420217,0.20697035000000003,0.01722090279164243,0.00700711085
bunny,bias_eps_1e-3,local_normal_variation,3,0.014805381296723005,0.07247151604816082,1003,,,,,,,,,0.009370400340677766,0.0048535913,0.30337983611760716,0.19255875,0.012969164290351946,0.0054258406
bunny,bias_eps_1e-3,local_normal_variation,4,0.07247151604816082,0.56444753213435,1006,,,,,,,,,0.007817341937165009,0.0029613002999999997,0.28286899443096425,0.12815339,0.0115125995125,0.00423858315
bunny,bias_eps_1e-3,local_quality,1,0.3342717171730966,0.7743822755469285,1005,,,,,,,,,0.008676555871112438,0.0037564337,0.2974764880084478,0.15876836,0.012515206089295522,0.0051370431
bunny,bias_eps_1e-3,local_quality,2,0.7743822755469285,0.8312526780800342,1002,,,,,,,,,0.010440720677814172,0.0051947236,0.3376968284408383,0.20697667,0.018315373414666665,0.0069543980000000005
bunny,bias_eps_1e-3,local_quality,3,0.8312526780800342,0.8721421438882767,1005,,,,,,,,,0.008848364576683582,0.0038387775,0.30147685038342287,0.154719,0.014762009634327363,0.0051850006
bunny,bias_eps_1e-3,local_quality,4,0.8721421438882767,0.9999790635407426,1006,,,,,,,,,0.00972857679783008,0.0044484958000000005,0.3197679716730209,0.175274135,0.013926510811675247,0.005225759
bunny,adaptive_dirichlet,nearest_distance_proxy_norm,1,0.008555785388276711,0.4550562104777687,123,0.0060448335650813,0.00455202162,0.023040271976439024,0.0239645671,374.6422764227642,389.0,23.72499453333333,24.1488762,,,,,,
bunny,adaptive_dirichlet,nearest_distance_proxy_norm,2,0.4550562104777687,0.6588937324276374,122,0.007031604151192622,0.005795756355000001,0.020938082336262296,0.01939371695,330.58196721311475,284.5,21.932613168852455,22.485686299999998,,,,,,
bunny,adaptive_dirichlet,nearest_distance_proxy_norm,3,0.6588937324276374,0.8413113000560911,122,0.007019679815599181,0.005548084155000001,0.014331255636442624,0.011401813,221.15573770491804,158.5,20.416532721311476,21.295875549999998,,,,,,
bunny,adaptive_dirichlet,nearest_distance_proxy_norm,4,0.8413113000560911,1.3114051905908604,123,0.005839309219114635,0.00460520387,0.007955240525050488,0.00570834149,128.9512195121951,95.0,19.032221577235774,19.6229515,,,,,,
bunny,adaptive_dirichlet,local_edge_mean_norm,1,0.0033595567304337253,0.005395759554305046,123,0.006345739175752032,0.00499357283,0.01676006290126016,0.015497949,282.2926829268293,224.0,21.44331045528455,21.8362579,,,,,,
bunny,adaptive_dirichlet,local_edge_mean_norm,2,0.005395759554305046,0.005669778024858268,122,0.006986140563359835,0.00563142076,0.014595698580236065,0.013160894650000001,236.8360655737705,180.5,21.031784011475413,21.94544025,,,,,,
bunny,adaptive_dirichlet,local_edge_mean_norm,3,0.005669778024858268,0.0061308371943956195,122,0.0064346677063606555,0.004928372800000001,0.015839141993159014,0.0134186796,242.05737704918033,173.0,21.353089909836065,21.737880699999998,,,,,,
bunny,adaptive_dirichlet,local_edge_mean_norm,4,0.0061308371943956195,0.010795522232093365,123,0.0061637534868398385,0.00523533672,0.019030642142634228,0.0185562335,293.5528455284553,256.0,21.278468095934958,22.0483875,,,,,,
bunny,adaptive_dirichlet,local_normal_variation,1,8.837691566780197e-05,0.004499920202462232,123,0.006255191129080488,0.0050034225,0.015624644728774796,0.0144072799,266.6178861788618,219.0,21.217321675609757,21.7720585,,,,,,
bunny,adaptive_dirichlet,local_normal_variation,2,0.004499920202462232,0.015625732227528593,122,0.006460239278987704,0.005281245335,0.016537597937259098,0.0160678932,261.6393442622951,212.0,21.2094646352459,22.0186052,,,,,,
bunny,adaptive_dirichlet,local_normal_variation,3,0.015625732227528593,0.06923882999737907,121,0.0073037190318016535,0.00575065613,0.018524048270757855,0.0179540683,278.7107438016529,243.0,21.76243584876033,22.6333332,,,,,,
bunny,adaptive_dirichlet,local_normal_variation,4,0.06923882999737907,0.56444753213435,124,0.005925149214865323,0.00471786223,0.01560063854521452,0.01240193425,248.51612903225808,184.5,20.928978958870967,21.4231081,,,,,,
bunny,adaptive_dirichlet,local_quality,1,0.34574676039529706,0.7815266883629173,123,0.007040803041599188,0.00597706437,0.01857549582591301,0.0194240771,291.1138211382114,267.0,21.526669454471545,22.2021866,,,,,,
bunny,adaptive_dirichlet,local_quality,2,0.7815266883629173,0.8341684351981773,122,0.006651108135073771,0.005056880415,0.016326905101357377,0.013604062149999999,267.05737704918033,210.0,21.332293541803278,21.94312095,,,,,,
bunny,adaptive_dirichlet,local_quality,3,0.8341684351981773,0.8829295297746108,122,0.006220837027991803,0.00488589611,0.015573584531911478,0.01385876255,265.05737704918033,185.5,21.232226545081964,21.56352995,,,,,,
bunny,adaptive_dirichlet,local_quality,4,0.8829295297746108,0.9969040658362113,123,0.0060130904259674805,0.00522782654,0.015761476004122844,0.0131696807,231.9430894308943,183.0,21.016923469105695,21.8315792,,,,,,
bunny,bias_eps_1e-2,nearest_distance_proxy_norm,1,0.0009455301250879144,0.4767785698883792,1005,,,,,,,,,0.11614219806475025,0.068433091,796.7569776713983,0.85011691,0.24113084353485575,0.14481527
bunny,bias_eps_1e-2,nearest_distance_proxy_norm,2,0.4767785698883792,0.6927498299546511,1004,,,,,,,,,0.023853989383609563,0.016387604,0.46019128065966136,0.35054822,0.042520480620744025,0.032557294
bunny,bias_eps_1e-2,nearest_distance_proxy_norm,3,0.6927498299546511,0.9096147057722727,1004,,,,,,,,,0.010237892835610558,0.0030609219999999998,0.2797700212791832,0.10023851,0.015321255973468126,0.0046408251
bunny,bias_eps_1e-2,nearest_distance_proxy_norm,4,0.9096147057722727,1.5371729899093125,1005,,,,,,,,,0.0036131839061492536,0.0,0.15049413256398012,0.0,0.004878084395727364,0.0
bunny,bias_eps_1e-2,local_edge_mean_norm,1,0.0029535421899033517,0.005394605470400756,1005,,,,,,,,,0.0297351421088,0.0055724978,25.730437110897416,0.19892104,0.05727356608539005,0.0096581876
bunny,bias_eps_1e-2,local_edge_mean_norm,2,0.005394605470400756,0.0057112466847521436,1000,,,,,,,,,0.049098496123214,0.013475656499999999,31.5839423148392,0.31584564000000004,0.09693215280460998,0.0235840865
bunny,bias_eps_1e-2,local_edge_mean_norm,3,0.0057112466847521436,0.006284832088199279,1003,,,,,,,,,0.04347895975645364,0.0092247631,724.8649850142018,0.24614564,0.08742396666313958,0.016838625
bunny,bias_eps_1e-2,local_edge_mean_norm,4,0.006284832088199279,0.012138902548872213,1010,,,,,,,,,0.03167395846591089,0.0084348507,16.98249379167664,0.28255035,0.06250866418541486,0.013879589500000001
bunny,bias_eps_1e-2,local_normal_variation,1,9.680303683597587e-05,0.004531739154255393,1005,,,,,,,,,0.048671111140660694,0.0085029602,735.9942073727916,0.26574716,0.09624835760022786,0.014853526
bunny,bias_eps_1e-2,local_normal_variation,2,0.004531739154255393,0.014805381296723005,1004,,,,,,,,,0.044461310605707176,0.011696874999999999,41.00041738339651,0.281923965,0.08958482972576694,0.0210971085
bunny,bias_eps_1e-2,local_normal_variation,3,0.014805381296723005,0.07247151604816082,1003,,,,,,,,,0.03059556305734098,0.0092930049,20.253891464781457,0.247114,0.057425201799188426,0.013081327
bunny,bias_eps_1e-2,local_normal_variation,4,0.07247151604816082,0.56444753213435,1006,,,,,,,,,0.030160473496862825,0.006069973100000001,0.4788068671643142,0.20135182000000001,0.060677763691192856,0.013538960499999999
bunny,bias_eps_1e-2,local_quality,1,0.3342717171730966,0.7743822755469285,1005,,,,,,,,,0.031271663755333336,0.0080680717,32.0443642789593,0.25108355,0.0619266489363403,0.013048887
bunny,bias_eps_1e-2,local_quality,2,0.7743822755469285,0.8312526780800342,1002,,,,,,,,,0.04740659546584132,0.0121112055,248.48193444709284,0.294855625,0.09819988134561577,0.022800129
bunny,bias_eps_1e-2,local_quality,3,0.8312526780800342,0.8721421438882767,1005,,,,,,,,,0.038595698424272636,0.0084994435,487.26314228824043,0.24670735,0.07580765215792735,0.015226891
bunny,bias_eps_1e-2,local_quality,4,0.8721421438882767,0.9999790635407426,1006,,,,,,,,,0.03664443437532207,0.0081588402,30.56857643549314,0.213253415,0.06808431650375647,0.011967175
