boundary,epsilon,epsilon_half,walks,grid,valid_points,mean_bias,max_bias,p95_bias,mean_normalized_bias,max_normalized_bias,p95_normalized_bias,high_bias_point_count,high_bias_ratio,warning_threshold_ratio,rmse_epsilon,rmse_epsilon_half,runtime_seconds,bias_threshold
neumann,0.00100000005,0.000500000024,16,8,508,0.0155809519,0.179329902,0.0687699545,0.184060741,1.93799198,0.866474545,0,0,0,0.0387880712,0.0326644224,2.4481755,2
