benchmark_name,mesh_name,num_query_points,valid_points,walks_per_point,epsilon,max_steps,num_threads,elapsed_seconds,points_per_second,walks_per_second,rmse,mae,max_abs_error,mean_std_error,mean_steps,diverged_count,mean_samples_used,sweep_seed,boundary_mode
case_dirichlet,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,16,0.00999999978,512,4,0.1715833,116.561460235,1771.73419558,0.0353579820109,0.0261271539095,0.0846112594008,0.0227726175401,5.85855263158,0,16,0,dirichlet
case_dirichlet,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,64,0.00999999978,512,4,0.6955481,28.7543018233,1748.26155085,0.016382225681,0.0130431684482,0.0370730385184,0.0126052930289,6.21957236842,0,64,0,dirichlet
case_dirichlet,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,16,0.00100000005,512,4,0.1823229,109.695490802,1667.3714602,0.0330899774179,0.0246479987706,0.0785282254219,0.0297685734634,13.5164473684,0,16,0,dirichlet
case_dirichlet,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,64,0.00100000005,512,4,0.7831384,25.5382701193,1552.72682325,0.015006846048,0.0112570154628,0.0359380245209,0.0142972838183,13.4194078947,0,64,0,dirichlet
case_mixed_neumann,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,16,0.00999999978,2048,4,0.1886655,106.007722663,1611.31738447,0.362014511116,0.168209929607,1.36185188591,0.0586719693873,6.32236842105,0,16,0,neumann
case_mixed_neumann,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,64,0.00999999978,2048,4,0.8033018,24.8972428544,1513.75236555,0.37140393908,0.166050829434,1.36154122651,0.0345751641772,6.45148026316,0,64,0,neumann
case_mixed_neumann,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,16,0.00100000005,2048,4,0.2056577,97.248972443,1478.18438113,0.0960680124639,0.0576971134073,0.280929937959,0.0352782932551,16.0657894737,0,16,0,neumann
case_mixed_neumann,C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,20,19,64,0.00100000005,2048,4,0.9515714,21.0178658165,1277.88624164,0.0728849638871,0.0347291135205,0.271531179547,0.017792663733,16.5131578947,0,64,0,neumann
