boundary,epsilon,epsilon_half,walks,grid,valid_points,mean_bias,max_bias,p95_bias,mean_normalized_bias,max_normalized_bias,p95_normalized_bias,high_bias_point_count,high_bias_ratio,warning_threshold_ratio,rmse_epsilon,rmse_epsilon_half,runtime_seconds,bias_threshold
neumann,0.00100000005,0.000500000024,32,8,508,0.0117444157,0.119525485,0.0542068664,0.184272396,1.71082783,0.866365898,0,0,0,0.0320230979,0.0283117871,2.6257098,2
