mesh,mesh_variant,distance_bin,n,abs_error_mean,abs_error_median,abs_error_rmse,sample_variance_mean,sample_variance_median,sample_variance_rmse,mean_steps_mean,mean_steps_median,mean_steps_rmse
bunny,original,1,21,0.03572273769142858,0.0381316096,0.04261764089382246,0.04352586830333333,0.0452917777,,99.08835558571428,101.371094,
bunny,original,2,22,0.015222994100454544,0.01374121755,0.018649004321035938,0.036284051237681816,0.0393097829,,61.226562504545456,56.80078125,
bunny,original,3,23,0.011952440681691306,0.0117794424,0.0146919742560122,0.03158220582521739,0.0321435966,,37.956182060869565,36.6875,
bunny,original,4,24,0.0060013723524166675,0.003484681245,0.008384915229549149,0.01986716109995833,0.0182866203,,26.626464845833336,26.4296875,
spot,original,1,22,0.12086766598272726,0.0827784538,0.16600618148741828,0.6901876740727272,0.719109565,,126.84055397272728,136.4492185,
spot,original,2,24,0.05609073613495833,0.03958441315,0.07475132240516183,0.22881385625750003,0.2099176495,,46.830729158333334,44.578125,
spot,original,3,24,0.016387966605275,0.011970475299999998,0.02229916729848025,0.10831099237024999,0.07051393759999999,,28.32177733541667,26.671875,
