benchmark_name,walks_per_point,epsilon,zombie_rmse,wost_rmse,rmse_ratio_zombie_over_wost,zombie_mean_steps,wost_mean_steps,zombie_elapsed_seconds,wost_elapsed_seconds
neumann_convergence,16,0.0001,0.7002612484047994,0.252166229274,2.7769826690151524,332.61881868131866,107.886968085,3.724172699963674,0.2821032
neumann_convergence,64,0.0001,0.2758241035134373,0.193346528863,1.4265790295561944,364.6552197802198,104.427859043,15.87749129999429,1.1467148
neumann_convergence,256,0.0001,0.14247693980384393,0.174415557807,0.8168820579727307,362.43350789835165,107.587807513,63.09717269986868,4.6427694
neumann_convergence,1024,0.0001,0.11071715952495992,0.167100395266,0.6625786812096643,368.5998776614011,106.164197557,256.73158170003444,18.0969061
neumann_epsilon,256,0.01,0.16638504564153486,0.626926253784,0.26539811443095324,353.2844387755102,11.7073131443,82.44688799977303,1.3406458
neumann_epsilon,256,0.001,0.17963513981723936,0.234213797681,0.7669707830872673,363.56668526785717,38.6160196521,78.24390060012229,2.4413925
neumann_epsilon,256,0.0001,0.1518592070566725,0.186773210442,0.8130673917169209,366.4802694515306,102.306580219,65.1891619998496,5.0378328
neumann_epsilon,256,1e-05,0.20176498641592866,0.187684264972,1.0750234519981168,377.112962372449,134.841293492,59.61706959991716,5.3813714
neumann_mixed_grid,256,0.0001,0.1391568121410232,0.140543223389,0.9901353390469818,242.48393474641392,58.7313892802,220.2702004001476,4.2342673
