mesh,mesh_variant,distance_bin,epsilon,walks,n,rmse,mean_abs_error,mean_sample_variance,mean_steps,mean_bias,mean_bias_steps
bunny,original,1,0.0001,16,2,0.04281685766186866,0.04195436835,0.03721630855,81.75,0.059096690115,91.125
bunny,original,2,0.0001,16,2,0.02987022368684821,0.02915669605,0.0346239526,55.6875,0.041343048199999996,35.125
bunny,original,3,0.0001,16,2,0.02095436003771067,0.020466491599999997,0.0524818245,28.40625,0.1190014703,30.21875
bunny,original,4,0.0001,16,2,0.05085299220516825,0.048544056700000005,0.042229836800000004,28.25,0.0053879960900000004,31.1875
spot,original,1,0.0001,16,2,0.18813856929516345,0.1595449189,0.9271220105,192.90625,0.18767331720000002,111.1875
spot,original,2,0.0001,16,2,0.14435723181076351,0.10611307628,0.6356993765,75.75,0.17215180414999998,77.8125
spot,original,3,0.0001,16,2,0.09615257776076819,0.0775526241,0.133276254,28.21875,0.05086417310000001,28.4375
