mesh,target,term,standardized_beta,coefficient,r2,n
bunny,abs_error,intercept,,0.035030403174999995,0.25135348172998573,8
bunny,abs_error,nearest_distance_proxy_norm,0.005561297490847615,0.02362888218579433,0.25135348172998573,8
bunny,abs_error,local_normal_variation,-0.009714161759405943,-0.34036515012313073,0.25135348172998573,8
bunny,abs_error,local_edge_mean_norm,-0.0034167446240325372,-7.381775792514993,0.25135348172998573,8
bunny,abs_error,local_aspect_ratio,0.007685465426392083,0.03290633186256192,0.25135348172998573,8
